Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
T. Alexander-Arnold,Liverpool,Liverpool,RB,24,70000000,2025-06-30,36,3256,2,2.3,5,7.66,12.19,48.98,England,England,right,180,69,no,7.3,5,59.67,1.13,29.27,0.08,0.13,0.06,4.23,6.61,0.53,2,0.06,0,0,4.28,0.06,2,0.06,0.06,0,0,54,1.49,20.37,3.704,0.14,6.55,29.54,0.17,83.33,6.3,27.63,0.77,2.9,59.05,4.42,44.38,2.1,1.91,0.75,53.71,3.43,0.25,68.33,76.62,25.76,67.6,8.18,94.59,25.62,80.15,50.58,88.96,11.61,49.29,22.38,40,0.21,1.69,0.03,0.08,0.8,41.38,0.91,11.86,60.14,7.57,39.78,2.52,29.67,1.66,1.8,15.53,82.74,0,,0,,0,0,0,0,,,1,,,1.13,0.53,10.53,2.82,0,0
João Cancelo,Bayern München,Manchester City,"RB, LB",28,70000000,2027-06-30,28,2441,2,2.24,3,3.21,18.88,54.3,Portugal,Portugal,right,182,74,yes,9.14,7.19,57.44,2.58,54.29,0.37,0.56,0.11,4.65,7.07,1.29,5,0.18,1,0.04,4.42,0.07,2,0.07,0.08,0,0,36,1.33,33.33,5.556,0.11,3.21,29.89,1.14,29.03,2.03,30.91,0.88,3.83,63.46,7.01,51.58,2.47,2.25,0.7,55.16,2.54,0.66,68.21,86.38,20.06,75.92,11.8,96.88,23.49,89.48,59.32,90.8,5.86,71.7,17.55,32.56,0.12,1.14,0.04,0.04,1.44,41.03,0.7,8.22,82.96,5.35,48.28,1.88,50.98,2.1,1,10.4,73.76,0,,0,,0,0,0,0,,,0.44,,,0.18,0,0,0,0,0
R. James,Chelsea,Chelsea,"RB, RWB",23,70000000,2028-06-30,32,2563,1,1.96,2,3.92,16.61,53.91,England,England,right,179,77,no,8.29,5.97,61.76,2.63,49.33,0.25,0.36,0.21,4.35,6.44,1.05,3,0.11,0,0,3.23,0.04,1,0.04,0.07,0,0,34,1.19,35.29,2.941,0.07,4.28,30.33,0.11,33.33,4.14,30.51,0.63,1.9,74.07,6.04,45.35,1.65,1.86,0.53,48.53,4.28,0.67,60.99,86.7,13.66,76.86,15.38,97.26,22.12,87.14,52.43,93.57,4.53,58.14,18.37,29.28,0.14,1.16,0.07,0.07,0.25,42.86,0.53,5.41,79.22,4.11,49.57,0.35,30,1.02,1.4,9.09,74.13,0,,0,,0,0,0,0,,,0.81,,,0.42,0.18,80,1.16,0,0
A. Robertson,Liverpool,Liverpool,LB,28,55000000,2026-06-30,38,3635,1,1.32,8,6.77,11.24,55.95,Scotland,Scotland,left,178,64,no,7.23,4.93,63.82,1.29,48.08,0.2,0.31,0.2,3.89,6.01,0.54,2,0.05,0,0,2.62,0.02,1,0.02,0.03,0,0,19,0.47,31.58,5.263,0.2,4.85,25.51,4.78,25.91,0.05,0,0.69,1.68,64.71,3.22,52.31,2.28,2.33,1.26,53.78,5,0.22,67.32,82.02,20.28,72.41,11.17,96.9,25.23,84.59,57.17,90.26,5.65,44.74,19.39,38.19,0.17,1.51,0,0.02,0.5,30,0.62,7.87,70.13,4.43,40.22,0.77,25.81,1.04,1.09,11.41,77.66,0,,0,,0,0,0,0,,,0.62,,,0.67,0,0,2.97,0,0
B. Chilwell,Chelsea,Chelsea,"LB, LWB",26,35000000,2025-06-30,27,2429,3,2.58,4,2.8,16.82,58.37,England,England,left,181,77,no,9.3,6.93,64.17,2.93,55.7,0.26,0.39,0.11,4.59,6.98,0.82,3,0.11,0,0,2.74,0.11,3,0.11,0.1,0,0,26,0.96,34.62,11.538,0.15,4.3,31.9,4.19,31.86,0.07,50,0.59,1.59,60.47,5.22,52.48,2.26,2.56,1,45.8,4.78,1.48,55.47,81.9,17.64,73.11,13.01,97.15,15.56,81.43,46.2,89.33,5.22,56.74,19.14,37.51,0.1,0.78,0.07,0,0.22,33.33,0.37,6.11,77.58,3.82,40.78,0.85,47.83,0.78,1.3,10.12,73.99,0,,0,,0,0,0,0,,,0.26,,,0.37,0,0,1.15,0,0
L. Shaw,Manchester United,Manchester United,LB,27,35000000,2024-06-30,32,2858,1,0.58,5,7.22,16.72,52.92,England,England,left,181,75,no,7.9,6.68,58.49,1.86,50.85,0.19,0.26,0.28,3.81,5.25,1.32,8,0.25,0,0,2.58,0.03,1,0.03,0.02,0,0,10,0.31,60,10,0.16,3.24,33.01,3.15,31,0.09,100,0.31,1.95,62.9,5.79,46.74,1.73,3.09,1.39,38.01,3.62,0.82,50.73,84.05,17,79.63,8.79,93.91,14.96,82.53,45.91,88.89,1.76,42.86,15.9,27.43,0.23,2.14,0.06,0,0.22,42.86,0.54,4.88,80,3.34,49.06,0.41,23.08,1.07,1.04,8.44,82.09,0,,0,,0,0,0,0,,,0.38,,,0.5,0,0,3.09,0,0
O. Zinchenko,Arsenal,Manchester City,LB,26,32000000,2026-06-30,20,1585,0,0.62,0,0.87,10.56,55.38,Ukraine,Ukraine,left,175,64,no,7.72,4.77,65.48,2.73,56.25,0.06,0.08,0.28,4.54,6.76,0.34,0,0,0,0,1.14,0,0,0,0.04,0,0,15,0.85,26.67,0,0,1.7,36.67,1.65,34.48,0.06,100,0.23,0.45,50,1.82,34.38,0.51,1.87,0.62,63.2,2.5,0.23,75.63,90.39,22.94,85.15,12.61,95.5,26.06,93.25,70.52,93.56,3.41,51.67,16.27,30.61,0.05,0.74,0.06,0.06,0.11,50,0.06,9.99,82.39,2.67,53.19,0.34,33.33,0.68,0.51,10.16,81.56,0,,0,,0,0,0,0,,,0.97,,,0.28,0.06,0,0.57,0,0
T. Castagne,Leicester City,Leicester City,"RB, LWB, RCB",27,28000000,2025-06-30,27,2506,2,1.08,3,1.89,14.29,53.77,Belgium,Belgium,right,185,80,no,9.09,6.03,70.24,3.59,46,0.18,0.25,0.14,4.67,6.51,0.72,1,0.04,0,0,1.54,0.07,2,0.07,0.04,1,0.04,8,0.29,37.5,25,0.11,1.9,30.19,0.47,46.15,1.4,23.08,0.22,1.33,56.76,2.84,41.77,1.33,1.72,0.4,36.92,2.87,0.57,47.91,84.93,15.08,76.67,8.69,94.63,14.94,89.18,43.13,90.01,2.91,44.44,17.45,31.25,0.07,0.72,0,0.04,0.22,50,0.32,5.49,74.51,1.98,49.09,0.65,16.67,0.61,0.57,7.94,75.57,0,,0,,0,0,0,0,,,0.65,,,0,0,0,0,0,0
T. Mitchell,Crystal Palace,Crystal Palace,LB,23,28000000,2025-06-30,19,1850,1,0.65,1,0.95,16.44,56.21,England,"England, Jamaica",left,175,65,no,10.95,9.54,60.71,1.51,54.84,0.05,0.05,0.44,5.11,5.22,0.34,1,0.05,0,0,1.41,0.05,1,0.05,0.03,0,0,2,0.1,100,50,0.05,1.46,26.67,1.46,26.67,0,0,0.19,1.22,72,3.79,44.87,0.34,0.49,0.19,19.36,0.29,0.54,29.38,71.85,17.12,65.63,2.68,96.36,5.16,77.36,23.35,79.38,4.62,48.42,17.82,32.17,0.05,0.19,0.05,0,0.05,100,0.19,4.57,72.34,1.41,37.93,0.1,0,0.15,0.49,8.76,64.44,0,,0,,0,0,0,0,,,0.15,,,0.05,0,0,0,0,0
J. Justin,Leicester City,Leicester City,"LB, RB, LWB",25,25000000,2026-06-30,23,2210,2,1.62,1,1.64,18.29,57.02,England,"England, St. Lucia",right,183,80,no,10.91,7.09,68.39,3.05,36,0.45,0.59,0.45,5.62,7.42,0.65,4,0.16,0,0,2.52,0.08,2,0.08,0.07,0,0,10,0.41,20,20,0.04,2.61,21.88,1.22,20,1.38,23.53,0.12,2.4,66.1,5.9,58.62,1.26,2.2,0.9,31.52,2.28,1.55,43.66,80.32,12.26,70.1,9,94.57,14.9,81.97,38,87.89,3.22,34.18,18.47,32.92,0.07,0.69,0.08,0,0.41,70,0.33,4.36,67.29,2.81,53.62,0.45,36.36,1.02,0.65,7.9,69.07,0,,0,,0,0,0,0,,,0.69,,,0,0,0,0,0,0
