Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
L. Barry,Stockport County,Stockport County,"CF, AMF",20,1000000,2024-05-31,15,1245,9,5.49,2,1.8,19.73,39.93,England,"England, Republic of Ireland",right,174,65,yes,3.4,3.18,59.09,1.37,10.53,0.07,0.11,0.07,1.45,2.11,0.72,2,0.14,0,0,5.57,0.65,7,0.51,0.4,0,0,35,2.53,37.14,25.714,0.14,2.39,18.18,1.37,21.05,0.8,18.18,0.51,7.66,53.77,13.45,39.78,4.63,3.83,1.73,12.22,1.37,0.65,17.93,73.79,3.69,60.78,5.93,95.12,4.34,66.67,14.82,83.41,0.94,53.85,17.88,29.22,0.13,0.94,0,0,0.36,20,0.58,1.3,61.11,2.24,54.84,0.51,14.29,1.37,0.43,2.1,82.76,0,,0,,0,0,0,0,,,0,,,0,0,0,0.72,2,100
M. Bonne,Gillingham,Gillingham,CF,28,500000,,17,1162,3,5.21,0,0.6,35.55,35.73,England,"England, Zimbabwe",right,180,76,no,2.63,2.56,63.64,18.67,39.42,0.31,0.41,0.08,0.7,0.92,1.32,1,0.08,0,0,1.55,0.23,3,0.23,0.4,0,0,23,1.78,47.83,13.043,0,0.39,40,0.08,0,0.31,50,0,0.93,50,7.82,15.84,3.87,0.62,0.23,10.15,2.63,0.62,15.96,68.45,3.56,39.13,4.34,89.29,3.95,68.63,14.95,70.47,0.62,37.5,12.86,6.92,0.05,0.77,0,0,0.23,33.33,0.31,2.01,46.15,0.93,41.67,0.23,66.67,0.54,0.15,1.32,70.59,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
J. Leko,Milton Keynes Dons,Milton Keynes Dons,"CF, RWB",24,500000,,15,851,3,2.72,0,1.84,29.4,38.85,Congo DR,"Congo DR, England",right,182,75,no,2.12,2.54,62.5,2.64,24,0.11,0.14,0.21,0.42,0.58,0.74,0,0,0,0,7.93,0.32,3,0.32,0.29,0,0,22,2.33,27.27,13.636,0,3.17,33.33,0.21,0,2.96,35.71,0.74,9.41,66.29,20.09,41.58,4.02,2.22,0.63,11.63,1.8,1.48,20.31,78.65,2.43,78.26,6.35,88.33,7.93,73.33,16.82,87.42,0.74,28.57,15.08,12.41,0.19,1.06,0,0,0.11,0,0.63,0.74,100,2.64,48,0.21,0,1.27,1.16,2.12,90,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
A. O'Brien,Sutton United,Sutton United,"CF, AMF",30,450000,2024-06-30,15,1115,1,3.6,2,1.08,20.34,34.13,England,"England, Republic of Ireland",right,180,72,yes,3.07,3.55,50,4.52,33.93,0.16,0.21,0.16,1.13,1.45,0.97,1,0.08,0,0,1.78,0.08,1,0.08,0.29,0,0,23,1.86,21.74,4.348,0.16,0.81,20,0.32,25,0.48,16.67,0.08,2.58,43.75,8.72,29.63,3.71,0.97,0.4,11.87,1.29,0.32,19.45,78.42,3.87,64.58,5.41,86.57,5.57,78.26,18.16,81.78,0.57,42.86,15.3,17.75,0.09,0.81,0,0,0.24,33.33,0.48,1.53,68.42,1.13,42.86,0.16,0,1.13,0.16,1.29,68.75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
M. Eisa,Milton Keynes Dons,Milton Keynes Dons,CF,29,450000,2024-06-30,15,1085,5,4.29,0,1.7,18.25,32.27,Sudan,"Sudan, England",right,183,71,no,1.99,2.57,54.84,3.07,24.32,0,0,0.08,0.58,0.84,1.33,4,0.33,0,0,2.57,0.41,5,0.41,0.36,2,0.17,35,2.9,37.14,14.286,0,0.91,45.45,0.5,33.33,0.41,60,0.58,1.58,63.16,8.05,32.99,4.06,1.08,0.08,11.94,1.58,0.66,16.76,83.17,2.07,64,6.39,93.51,4.81,84.48,15.68,85.19,0.17,100,14.53,4.38,0.14,0.75,0.08,0,0.17,50,0.33,1.33,75,0.66,62.5,0.08,100,0.58,0.41,1.24,60,0,,0,,0,0,0,0,,,0,,,0.25,0.25,33.33,0,0,0
C. Hendry,Salford City,Salford City,"CF, AMF",25,400000,2024-06-30,7,575,3,1.58,0,0.1,23.01,44.22,England,"England, Scotland",right,178,70,no,7.2,5.63,63.89,4.54,27.59,0.63,0.94,0,2.97,4.49,1.41,3,0.47,0,0,4.38,0.47,3,0.47,0.25,0,0,18,2.82,38.89,16.667,0,0.78,60,0.47,66.67,0.31,50,0.16,4.23,66.67,8.92,47.37,3.44,1.1,0.31,16.43,2.19,1.1,25.2,74.53,5.79,48.65,7.04,86.67,6.73,83.72,23.01,76.19,1.72,63.64,16.17,29.85,0.02,0.47,0,0,0.47,0,0.31,2.19,64.29,1.25,37.5,0.16,0,0.78,0.16,1.72,63.64,0,,0,,0,0,0,0,,,0.16,,,0,0,0,0,0,0
M. Taylor,Forest Green Rovers,Forest Green Rovers,"CF, LWF",33,400000,,12,591,1,1.68,0,0.41,19.19,24.6,England,England,right,176,72,no,2.74,1.37,88.89,6.55,13.95,0,0,0.15,1.52,2.21,1.37,1,0.15,0,0,1.52,0.15,1,0.15,0.26,0,0,13,1.98,61.54,7.692,0,1.83,0,0.76,0,1.07,0,0.61,1.07,28.57,6.4,19.05,3.81,0.61,0.15,12.64,2.13,0.46,18.73,71.54,2.89,52.63,5.79,86.84,5.63,67.57,15.99,80.95,1.07,42.86,17.98,12.47,0.06,0.91,0.15,0.15,0.15,0,0.3,1.68,72.73,2.13,50,0.46,0,0.76,0,2.13,85.71,0,,0,,0,0,0,0,,,0,,,0.15,0,0,0.15,0,0
T. Deeney,Forest Green Rovers,Forest Green Rovers,CF,35,400000,,13,1063,4,4.76,1,0.54,22.44,45.28,England,"England, Jamaica",right,184,90,no,4.23,3.22,63.16,9.4,49.55,0.59,0.82,0,1.61,2.23,0.85,5,0.42,0,0,2.03,0.34,3,0.25,0.4,1,0.08,27,2.29,44.44,14.815,0.08,1.35,25,0.34,25,1.02,25,0.17,1.44,41.18,6.43,28.95,2.62,0.34,0,15.92,2.54,0.68,22.52,66.17,8.64,54.9,3.39,90,6.52,66.23,18.2,72.09,3.05,50,21.81,44.17,0.05,0.59,0.08,0,0.68,12.5,0.08,5.25,51.61,2.96,34.29,1.27,33.33,1.27,0.34,3.89,91.3,0,,0,,0,0,0,0,,,0,,,0.08,0,0,0.08,1,100
E. Harrison,Milton Keynes Dons,Milton Keynes Dons,CF,29,400000,,7,488,1,2.15,0,0.08,32.46,32.39,Wales,Wales,right,180,0,no,2.58,2.4,30.77,16.23,42.05,0.37,0.52,0,1.48,2.09,1.29,1,0.18,0,0,1.11,0.18,1,0.18,0.4,1,0.18,12,2.21,41.67,8.333,0,0,0,0,0,0,0,0,0.74,25,6.82,24.32,4.43,0.18,0,10.51,3.14,1.11,13.28,58.33,2.95,31.25,3.14,82.35,5.35,58.62,12.91,60,0.37,0,16.06,14.01,0.01,0.55,0,0,0,0,0.18,2.77,40,0.74,75,0.18,0,0.55,0,1.11,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
J. Wakeling,Peterborough United,Swindon Town,CF,22,300000,2024-06-30,2,69,0,0.2,0,0,31.3,29.17,England,England,right,178,76,no,10.43,6.52,100,9.13,0,1.3,2.14,0,2.61,4.29,0,0,0,0,0,0,0,0,0,0.26,0,0,1,1.3,0,0,0,0,0,0,0,0,0,0,1.3,0,11.74,22.22,1.3,0,0,9.13,1.3,2.61,13.04,80,2.61,100,5.22,100,1.3,0,11.74,88.89,1.3,0,16.04,17.69,0,0,0,0,0,0,0,0,0,1.3,100,0,0,1.3,0,1.3,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
L. Armstrong,Harrogate Town,Harrogate Town,"CF, AMF",27,300000,2025-06-30,12,783,1,3.12,1,0.13,39.08,40.29,England,England,right,185,73,no,3.45,2.53,63.64,20.23,50.57,0.11,0.15,0,1.72,2.21,1.49,0,0,0,0,0.8,0.11,0,0,0.36,0,0,15,1.72,33.33,6.667,0.11,0.23,0,0,0,0.23,0,0,0.92,25,6.9,23.33,3.22,0.46,0.11,10.34,1.61,0.92,15.86,77.54,2.64,47.83,3.79,90.91,4.37,81.58,15.4,78.36,0.23,100,12.78,4.78,0.02,0.46,0,0,0,0,0.11,1.03,22.22,0.34,33.33,0,0,0.34,0,1.03,22.22,0,,0,,0,0,0,0,,,0,,,0,0,0,0,1,100
J. Davison,AFC Wimbledon,AFC Wimbledon,CF,24,300000,,13,445,1,0.43,0,0.37,31.15,24.68,England,England,right,188,79,no,3.64,3.24,43.75,13.96,31.88,0.2,0.29,0,2.02,2.86,2.63,4,0.81,0,0,2.02,0.2,1,0.2,0.09,0,0,4,0.81,100,25,0,0.81,0,0.81,0,0,0,0.2,1.82,55.56,6.47,21.88,2.83,0.81,0,7.89,2.43,0.4,12.34,73.77,2.22,72.73,3.24,81.25,3.84,57.89,11.53,78.95,0.2,0,14.95,3.96,0.07,0.61,0,0,0.2,100,0.61,0.4,100,1.62,37.5,0.2,100,1.01,0,1.42,71.43,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
J. Ironside,Doncaster Rovers,Doncaster Rovers,CF,30,300000,,17,1538,6,5.14,2,0.72,32.54,26.98,England,England,right,180,75,no,2.34,2.28,53.85,12.23,32.54,0.06,0.08,0.12,1.05,1.43,1.81,2,0.12,0,0,1.46,0.35,3,0.18,0.3,2,0.12,22,1.29,50,27.273,0.12,0.53,33.33,0.06,0,0.41,42.86,0.12,1.17,50,9.71,16.27,2.11,0.35,0,5.09,1.58,0.94,10.83,79.46,2.22,63.16,2.93,90,3.04,80.77,9.54,84.66,0.82,50,14.19,15.49,0.04,0.29,0,0,0.06,100,0.12,0.82,64.29,0.64,54.55,0.18,100,0.47,0.06,1.17,80,0,,0,,0,0,0,0,,,0,,,0,0,0,0,3,100
