Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
J. Greaves,Hull City,Hull City,LCB,22,8000000,2026-06-30,39,3814,1,3.28,0,0.26,15.13,64.9,England,England,left,193,72,no,9.32,4.29,75.27,5.8,69.51,0.66,0.88,0.57,5.43,7.2,0.68,3,0.07,0,0,0.28,0.02,1,0.02,0.08,1,0.02,18,0.42,22.22,5.556,0,0.07,33.33,0.07,33.33,0,0,0.02,0.33,35.71,1.53,44.62,0.92,0.52,0.31,24.8,0.09,0.9,40.09,85.76,18.15,73.99,1.79,100,16.8,96.49,33.46,91.89,6.56,55.04,23.07,43.32,0.01,0.07,0,0,0.12,40,0,5.33,59.29,0.42,22.22,0.31,0,0.17,0.02,7.41,70.38,0,,0,,0,0,0,0,,,1.01,,,0,0,0,0,0,0
R. Nicolaisen,Toulouse,Portsmouth,LCB,25,5000000,2025-06-30,21,1390,0,1.22,0,0.07,21.17,60.55,Denmark,Denmark,left,191,81,no,8.94,4.92,69.74,9.45,58.9,0.19,0.28,0.39,5.31,7.55,0.84,3,0.19,0,0,0.26,0,0,0,0.08,0,0,7,0.45,14.29,0,0,0,0,0,0,0,0,0,0.32,60,1.36,38.1,0.71,1.1,0.19,18.58,0.45,0.65,33.93,80.73,17.81,71.64,2.07,90.63,11.07,94.74,27.84,86.05,6.09,56.38,19.73,32.05,0,0.06,0,0,0,0,0,6.93,68.22,0.45,14.29,0.45,42.86,0.06,0,9.06,70,0,,0,,0,0,0,0,,,0.84,,,0,0,0,0,0,0
M. McGuinness,Cardiff City,Ipswich Town,LCB,22,3500000,2024-06-30,24,2262,1,1.85,0,0,22.6,67.08,England,"England, Republic of Ireland",right,194,77,no,13.21,6.84,71.51,9.75,66.12,0.72,1.12,0.6,7.6,11.86,1.23,2,0.08,0,0,0.4,0.04,1,0.04,0.07,1,0.04,11,0.44,27.27,9.091,0,0.08,50,0.04,0,0.04,100,0,0.36,66.67,1.59,40,0.92,0.64,0.08,32.63,0.2,0.6,53.67,86.06,19.1,71.67,3.94,95.96,26.14,95.43,49.1,90.44,4.5,38.94,20.98,41.55,0,0,0,0,0,0,0,4.46,52.68,0.44,9.09,0.32,12.5,0.04,0.04,7.4,54.3,0,,0,,0,0,0,0,,,2.86,,,0,0,0,0,0,0
D. Sanderson,Birmingham City,Sunderland,"RCB, CB",23,3000000,2025-06-30,26,2028,1,0.71,0,0,17.93,59.9,England,England,right,188,78,yes,7.94,5.68,67.97,5.41,60.66,0.22,0.37,0.44,3.86,6.51,0.89,4,0.18,0,0,0.75,0.04,1,0.04,0.03,1,0.04,7,0.31,14.29,14.286,0,0.18,25,0.09,50,0.09,0,0,1.07,62.5,2.4,48.15,0.49,0.62,0.4,29.16,0.22,0.93,44.29,84.77,16.15,68.96,3.91,96.59,19.93,95.1,38.03,91.83,6.12,42.03,21.9,41.62,0,0,0,0,0,0,0,5.86,50.76,0.62,14.29,0.62,21.43,0.09,0.13,6.7,64.9,0,,0,,0,0,0,0,,,1.86,,,0,0,0,0,0,0
D. Ballard,Sunderland,Blackpool,"RCB, LCB",23,2500000,2025-06-30,28,2658,2,2.22,1,0.79,18.39,61.14,England,"England, Northern Ireland",right,187,85,no,9.35,3.86,70.18,9.24,57.51,0.17,0.22,0.68,6.47,8.54,0.91,4,0.14,1,0.03,0.27,0.07,2,0.07,0.08,2,0.07,11,0.37,36.36,18.182,0.03,0.17,40,0,0,0.17,40,0.03,0.17,40,0.91,51.85,0.71,1.02,0.27,23.36,0.2,1.12,42.73,81.54,18.56,67.52,2.57,96.05,18.39,94.29,36.06,88.83,6.5,42.19,23.55,42.59,0.03,0.17,0,0,0,0,0.07,5.89,51.72,0.68,15,0.58,5.88,0.14,0.03,8.26,61.48,0,,0,,0,0,0,0,,,1.96,,,0.03,0,0,0,0,0
R. Atkinson,Bristol City,Oxford United,LCB,24,2500000,2024-06-30,41,3930,2,3.36,0,0.28,24.46,64.98,England,England,left,193,85,no,10.63,6.62,71.63,9.94,67.05,0.18,0.3,0.53,5.7,9.34,0.73,1,0.02,1,0.02,1.33,0.05,2,0.05,0.08,2,0.05,28,0.64,28.57,7.143,0,0.18,0,0.18,0,0,0,0,1.56,66.18,3.78,56.36,0.94,2.66,1.1,24.66,0.25,1.28,41.31,85.86,16.21,73.73,3.41,92.62,16.35,95.38,37.33,89.88,3.8,50.6,20.15,35.32,0.01,0.09,0,0,0.3,38.46,0.07,4.65,69.46,0.5,27.27,0.53,30.43,0.16,0,6.6,61.46,0,,0,,0,0,0,0,,,2.31,,,0,0,0,0,0,0
M. Ekpiteta,Blackpool,Blackpool,RCB,27,1800000,2024-06-30,29,2570,2,1.97,0,0.54,17.58,63.94,England,"England, Nigeria",right,193,84,no,9.32,5.25,74,6.86,62.24,0.39,0.53,0.81,5.04,6.95,0.84,4,0.14,0,0,0.35,0.07,2,0.07,0.07,1,0.04,8,0.28,50,25,0,0.04,0,0,0,0.04,0,0.04,0.25,85.71,1.44,48.78,0.91,0.07,0,22.52,0.14,0.56,38.07,79.3,15.41,60.68,2.56,91.78,17.51,94.2,31.13,87.51,6.9,42.64,24.23,41.97,0.02,0.07,0,0,0,0,0,6.02,49.42,0.6,11.76,0.35,0,0.14,0,7.53,61.4,0,,0,,0,0,0,0,,,2.1,,,0,0,0,0,0,0
R. Burke,Luton Town,Hull City,RCB,26,1800000,2024-06-30,34,3116,4,2.43,1,0.51,16.55,63.18,England,England,right,189,81,no,9.36,7.13,66.4,4.56,64.56,0.2,0.27,0.58,4.42,5.94,1.04,1,0.03,1,0.03,0.38,0.12,4,0.12,0.07,2,0.06,13,0.38,30.77,30.769,0.03,0.14,40,0,0,0.14,40,0,0.32,63.64,1.07,43.24,0.55,1.01,0.32,26.89,0.12,0.58,43.09,84.58,19.41,72.62,1.59,92.73,18.89,96.18,36.36,91.26,6.59,48.68,22.59,40.24,0.01,0.03,0,0.03,0,0,0.03,5.43,61.17,0.66,21.74,0.46,18.75,0.06,0.06,8.9,62.34,0,,0,,0,0,0,0,,,1.07,,,0,0,0,0,0,0
J. de Wijs,Queens Park Rangers,Hull City,LCB,27,1200000,2026-06-30,7,679,0,0.92,0,0,19.09,60.42,Belgium,"Belgium, Netherlands",left,189,95,no,12.06,5.96,75.56,8.88,62.69,0,0,0.66,7.56,11.4,1.46,3,0.4,0,0,0.13,0,0,0,0.12,0,0,8,1.06,12.5,0,0,0,0,0,0,0,0,0,0.13,0,0.27,0,1.33,0.13,0,14.18,0.13,0.13,31.41,68.78,18.56,50.71,1.72,92.31,8.75,98.48,22.8,80.81,8.62,36.92,25.32,44.41,0,0,0,0,0.13,0,0,5.3,37.5,0.93,0,1.06,25,0,0,8.22,53.23,0,,0,,0,0,0,0,,,1.33,,,0.13,0,0,0,0,0
L. O'Nien,Sunderland,Sunderland,"LCB, RWB",28,1200000,2024-06-30,40,3525,2,2.55,0,1.81,21.93,58.09,England,"England, Singapore",right,174,74,no,9.55,6.31,62.35,6.08,62.18,0.2,0.33,0.41,5.41,8.76,1.48,10,0.26,1,0.03,1.86,0.05,2,0.05,0.07,0,0,20,0.51,20,10,0,1.63,42.19,0.05,50,1.58,41.94,0.28,1.58,59.68,3.93,49.35,1.28,1.35,0.82,32.04,0.82,1.63,50.48,85.53,20.86,78.21,4.85,94.74,17.87,90.57,42.82,89.98,6.1,65.69,20.07,38,0.05,0.43,0,0,0.18,71.43,0.18,6.31,71.26,1.81,54.93,0.36,42.86,0.49,0.64,9.68,77.31,0,,0,,0,0,0,0,,,1.28,,,0.08,0.03,0,0.03,0,0
