Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
T. Burey,Millwall,Hartlepool United,CF,21,900000,,7,469,3,1.27,1,0.57,31.47,32.32,England,"England, Jamaica",right,187,78,no,1.92,4.41,39.13,3.45,11.11,0,0,0,0.19,0.3,2.69,1,0.19,0,0,6.14,0.58,3,0.58,0.24,1,0.19,12,2.3,41.67,25,0.19,2.3,50,1.73,33.33,0.58,100,0.19,7.68,52.5,17.85,38.71,2.49,2.11,2.11,7.68,0.19,2.11,12.47,70.77,3.07,75,3.45,88.89,3.65,57.89,9.98,76.92,0.38,50,17.39,14.27,0.11,0.77,0,0,0,0,0.38,0.58,100,2.3,58.33,0,0,0.58,1.15,2.11,72.73,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
K. Etete,Cardiff City,Northampton Town,CF,21,900000,2025-06-30,18,1169,3,4.23,1,0.58,41.19,29.16,England,"England, Nigeria",right,198,90,no,3.7,3.7,47.92,9.47,42.28,0.54,0.82,0,1.39,2.1,2.62,1,0.08,0,0,2.93,0.23,3,0.23,0.33,0,0,29,2.23,27.59,10.345,0.08,0.46,16.67,0.08,100,0.38,0,0.08,5,43.08,17.78,23.81,4.31,1,1,7.78,2.08,1.15,12.32,68.75,2.16,50,3.46,88.89,3,66.67,11.55,71.33,0.31,50,12.64,8.12,0.04,0.23,0,0,0.62,12.5,0.15,1.15,53.33,0.54,14.29,0.62,12.5,0.31,0.08,0.69,77.78,0,,0,,0,0,0,0,,,0,,,0.08,0,0,0.08,0,0
B. Thomas-Asante,West Bromwich Albion,Salford City,"CF, RAMF, RWF",24,800000,2025-06-30,39,3279,11,14.92,4,5.12,29.75,35.15,England,"England, Ghana",right,182,80,no,3.68,3.35,62.3,5.65,21.36,0.11,0.16,0.03,1.48,2.22,1.65,8,0.22,2,0.05,5.27,0.3,11,0.3,0.41,1,0.03,100,2.74,37,11,0.11,1.89,30.43,0.85,38.71,1.02,24.32,0.33,6.42,54.27,14.57,38.98,4.17,1.78,0.91,10.62,1.7,1.7,16.61,64.3,4.69,52.63,2.66,85.57,5.41,63.96,13.7,70.54,1.13,41.46,18.45,27.65,0.14,0.85,0.05,0.03,0.85,22.58,0.55,1.89,60.87,2.47,46.67,1.02,24.32,0.91,0.49,2.25,70.73,0,,0,,0,0,0,0,,,0,,,0.05,0.05,50,0,0,0
M. Smith,Salford City,Salford City,CF,33,600000,2023-06-30,21,2016,7,8.29,1,0.36,41.47,45.32,England,"England, Scotland",left,198,91,no,3.48,1.65,54.05,24.69,54.43,0.09,0.13,0.22,2.5,3.75,1.25,1,0.04,0,0,0.98,0.31,7,0.31,0.37,4,0.18,42,1.88,45.24,16.667,0.04,0.09,0,0.04,0,0.04,0,0.04,0.4,22.22,4.2,28.72,3.21,0.13,0,8.71,3.44,1.16,15,66.96,4.91,49.09,2.77,87.1,3.71,71.08,14.73,67.88,0.18,25,13.82,5.08,0.02,0.27,0.04,0,0.09,50,0.09,2.05,60.87,0.67,33.33,0.04,0,0.71,0,1.47,54.55,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
O. Bogle,Newport County,Hartlepool United,CF,29,600000,2024-06-30,20,1741,5,4.89,1,0.53,34.33,33.13,England,"England, Ghana",left,185,80,no,3.36,3.57,59.42,8.53,41.82,0.05,0.07,0.16,1.19,1.63,1.4,3,0.16,0,0,2.27,0.26,5,0.26,0.25,0,0,40,2.07,40,12.5,0.05,0.31,50,0.21,50,0.05,0,0,2.33,48.89,13.96,22.22,3.15,1.09,0.26,10.29,2.43,1.65,16.65,70.81,3.46,56.72,5.12,79.8,4.08,72.15,15.66,72.28,0.72,42.86,14.64,20.75,0.03,0.52,0,0,0.16,100,0.26,1.29,44,0.78,46.67,0.26,40,0.83,0.16,1.4,62.96,0,,0,,0,0,0,0,,,0.05,,,0.1,0.1,0,0,0,0
A. Collins,Bristol Rovers,Bristol Rovers,"CF, AMF",25,600000,2025-06-30,45,3493,15,11.84,2,4.11,23.4,34.14,Wales,Wales,right,178,74,no,3.76,4.1,58.49,4.46,9.83,0.08,0.14,0.05,1.29,2.31,0.82,4,0.1,0,0,3.68,0.39,15,0.39,0.31,1,0.03,83,2.14,48.19,18.072,0.05,1.34,32.69,0.7,25.93,0.64,40,0.15,4.17,46.3,9.95,36.53,3.5,2.04,1.03,12.42,1.7,1.47,17.78,74.06,3.89,57.62,5,89.69,5.33,73.91,15.72,79.18,0.85,42.42,17.16,19.27,0.11,0.88,0.03,0,0.67,42.31,0.41,1.88,52.05,1.52,42.37,0.54,42.86,0.64,0.36,2.06,78.75,0,,0,,0,0,0,0,,,0,,,0.05,0.03,100,0.15,0,0
S. Nicholson,Colorado Rapids,Bristol Rovers,"CF, LAMF, RAMF",28,550000,2024-12-31,34,2521,5,6.78,2,3.09,24.53,41.48,Scotland,Scotland,left,175,71,no,4.86,3.96,65.77,4.14,24.14,0.21,0.38,0.04,2.03,3.62,0.71,1,0.04,0,0,4.64,0.18,5,0.18,0.24,0,0,50,1.79,30,10,0.07,2.28,32.81,0.93,34.62,1.29,27.78,0.25,5.43,60.53,12.96,41.87,3.14,3.11,1.32,13.92,1.57,1.79,21.03,73.17,4.43,58.06,5.6,93.63,5.71,67.5,17.81,79.56,1,46.43,16.13,23.2,0.11,1.25,0,0.07,0.29,25,0.39,1.61,46.67,2.28,50,0.21,16.67,0.96,0.71,2.28,68.75,0,,0,,0,0,0,0,,,0.04,,,0,0,0,0.11,0,0
J. Wilson,Port Vale,Port Vale,"CF, RWF",27,450000,2023-06-30,44,3448,12,12.67,4,2.5,21.77,35.61,England,England,left,183,73,no,4.62,4.02,60.39,4.93,25.93,0.18,0.27,0.05,2.01,2.98,1.25,4,0.1,0,0,3.45,0.31,12,0.31,0.33,2,0.05,96,2.51,44.79,12.5,0.1,1.1,26.19,0.5,21.05,0.6,30.43,0.21,3.5,52.99,8.61,34.55,3.29,1.25,0.73,12.56,1.36,0.78,20.46,77.93,3.63,56.12,7.05,90.37,5.46,74.64,18.56,82.56,0.86,39.39,15.48,22.75,0.07,0.57,0.13,0,0.44,41.18,0.34,1.38,64.15,1.23,46.81,0.31,33.33,0.47,0.34,1.93,63.51,0,,0,,0,0,0,0,,,0.05,,,0.13,0.08,66.67,0.05,0,0
D. Mellor,Rochdale,Salford City,CF,22,450000,2023-06-30,3,34,0,0,0,0,,,England,England,right,187,81,yes,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0
P. Glatzel,Tranmere Rovers,Tranmere Rovers,"CF, AMF, LW",21,400000,2023-06-30,16,971,4,2.74,1,0.86,33,28.37,England,"England, Germany",left,174,67,yes,6.21,4.82,61.54,8.53,16.3,0.09,0.14,0.19,3.15,4.77,1.11,0,0,0,0,2.78,0.37,4,0.37,0.25,2,0.19,23,2.13,30.43,17.391,0.09,1.11,25,0.74,25,0.37,25,0.19,3.43,48.65,13.07,26.24,4.26,1.3,0.28,13.25,2.04,1.67,21.78,77.45,4.17,64.44,7.04,82.89,5.19,78.57,20.58,80.18,0.19,100,14.53,4.83,0.08,0.65,0,0,0.65,28.57,0.28,1.02,63.64,1.2,53.85,0.65,28.57,0.74,0.19,1.95,57.14,0,,0,,0,0,0,0,,,0,,,0.09,0,0,0,0,0
