Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
D. Bernard,Manchester United U21,Salford City,"LCB, RCB, RB",21,3500000,2024-06-30,30,2638,2,1.64,1,0.27,24.84,62.23,England,England,right,189,81,no,11.74,8.29,71.19,8.29,64.61,0.38,0.58,0.61,5.46,8.41,1.54,2,0.07,1,0.03,1.19,0.07,2,0.07,0.06,1,0.03,9,0.31,44.44,22.222,0.03,0.38,54.55,0,0,0.38,54.55,0.1,1.47,58.14,3.68,45.37,0.58,1.36,0.51,21.56,0.85,0.72,38.04,76.41,16.68,61.76,4.09,87.5,13.07,89.03,32.48,83.72,5.25,33.12,21.25,42.6,0.01,0.24,0,0,0.03,0,0.1,5.6,52.44,1.16,32.35,0.38,18.18,0.31,0.17,8.19,55.42,0,,0,,0,0,0,0,,,1.3,,,0,0,0,0,0,0
H. Darling,Swansea City,Cambridge United,"RCB, LCB",23,1200000,2025-06-30,16,1424,0,1.64,1,0.1,17.89,60.78,England,England,right,180,75,no,11.63,6.64,69.52,5.94,60.64,0.44,0.59,0.95,6.57,8.76,1.14,3,0.19,0,0,0.51,0,0,0,0.1,0,0,8,0.51,37.5,0,0.06,0.13,0,0,0,0.13,0,0.06,0.44,71.43,1.52,58.33,0.63,0.76,0.25,15.93,0.38,0.44,31.73,72.71,15.48,55.92,2.15,91.18,11.63,89.13,23.38,80.81,8.22,50.77,24.27,39.58,0.01,0.06,0.06,0,0,0,0.06,6.07,48.96,0.57,0,0.76,8.33,0.13,0,8.91,54.61,0,,0,,0,0,0,0,,,1.71,,,0,0,0,0,0,0
J. Perch,Mansfield Town,Mansfield Town,"LCB, RB, DMF",37,800000,2023-06-30,32,3004,3,1.63,0,0.47,15.19,65.29,England,"England, Jamaica",right,180,80,no,10.04,5.03,69.64,5.51,70.65,0.54,0.79,0.57,5.99,8.8,0.48,4,0.12,0,0,0.57,0.09,3,0.09,0.05,0,0,14,0.42,35.71,21.429,0,0.84,32.14,0.06,50,0.75,28,0.06,0.21,57.14,1.05,42.86,0.42,0.33,0.15,17.98,0.51,0.66,33.44,82.35,14.8,72.27,3.42,92.11,10.85,92.54,28.49,88.54,4.25,49.3,20.33,40.19,0.01,0.24,0.03,0,0.09,33.33,0.15,4.64,63.87,0.93,58.06,0.45,40,0.33,0.21,6.59,71.82,0,,0,,0,0,0,0,,,1.26,,,0.03,0,0,0,0,0
J. Okedina,Cambridge United,Cambridge United,RCB,21,700000,2025-06-30,14,1188,0,0,0,0.01,14.55,67.19,England,"England, Nigeria",right,182,76,no,8.41,5.53,76.71,4.62,67.21,0.23,0.32,0.45,3.94,5.61,0.38,1,0.08,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0.15,50,1.21,43.75,0,0.76,0.3,14.85,0.53,0.53,29.92,71.14,14.85,54.08,2.42,75,10.3,94.12,22.42,79.39,7.35,47.42,21.64,35.33,0,0.08,0,0,0,0,0,4.7,53.23,0.76,20,0.53,14.29,0.23,0,8.79,50.86,0,,0,,0,0,0,0,,,1.52,,,0.08,0,0,0,0,0
T. Smith,Colchester United,Colchester United,LCB,32,650000,2023-06-30,45,4387,2,1.47,2,0.06,19.1,63.8,England,"England, New Zealand",left,188,82,no,10.81,6.98,73.24,6.5,62.78,0.18,0.25,0.82,5.52,7.49,0.62,6,0.12,0,0,0.33,0.04,2,0.04,0.03,1,0.02,10,0.21,40,20,0.04,0.1,40,0.1,40,0,0,0,0.29,64.29,1.48,54.17,0.49,0.84,0.29,19.14,0.39,0.88,36.97,76.19,22.05,68.84,1.68,96.34,10.81,88.61,27.39,83.75,9.48,54.76,24.22,38.59,0,0.04,0,0.04,0.06,33.33,0.04,6.89,55.95,0.7,35.29,0.57,28.57,0.16,0.04,10.65,68.59,0,,0,,0,0,0,0,,,1.19,,,0.02,0,0,0,0,0
H. Clarke,Ipswich Town,Oldham Athletic,"RCB, LCB",21,600000,2026-06-30,32,2876,1,1.66,1,0.52,20.12,53.19,England,England,right,180,71,no,10.48,6.04,57.51,7.13,53.51,0.25,0.34,0.53,6.76,9.05,1.19,8,0.25,0,0,1,0.03,1,0.03,0.05,0,0,10,0.31,50,10,0.03,0.31,20,0,0,0.31,20,0.09,1.16,64.86,2.88,41.3,0.44,1.66,0.94,23.22,0.91,0.69,41.5,77,19.81,62.72,3.97,95.28,13.99,91.05,32.26,86.81,8.92,43.51,25.32,45.55,0.02,0.25,0,0,0.13,25,0.09,8.36,49.81,1.13,22.22,0.84,11.11,0.13,0.13,10.26,61.28,0,,0,,0,0,0,0,,,2.16,,,0.03,0,0,0,0,0
Ricardo Santos,Bolton Wanderers,Bolton Wanderers,"RCB, CB",27,500000,2025-06-30,46,4468,0,1.21,1,0.77,23.79,69.35,Portugal,Portugal,right,196,100,no,12.15,7.47,79.25,6.3,72.52,0.26,0.41,0.54,5.96,9.32,0.97,5,0.1,0,0,1.21,0,0,0,0.02,0,0,9,0.18,33.33,0,0.02,0.04,0,0,0,0.04,0,0,1.31,78.46,4.29,54.93,0.3,1.07,0.54,26,0.26,1.33,44.44,84.13,16.28,66.34,2.68,94.74,22.06,96.07,38.19,90.08,6.2,48.05,23.13,43.9,0.02,0.12,0.02,0.02,0.2,60,0.08,4.85,52.7,0.64,15.63,0.62,16.13,0.14,0,7.21,53.07,0,,0,,0,0,0,0,,,1.95,,,0,0,0,0,0,0
J. Bedeau,Morecambe,Scunthorpe United,LCB,22,450000,2024-06-30,34,2869,1,1.85,1,0.99,20.48,64.47,England,England,left,182,78,no,11.89,7.34,76.07,7.28,60.34,0.09,0.13,0.91,6.21,8.61,0.82,3,0.09,0,0,0.47,0.03,1,0.03,0.06,0,0,8,0.25,25,12.5,0.03,0.13,50,0.09,33.33,0.03,100,0,0.66,52.38,1.69,44.44,0.5,0.63,0.41,18.04,0.19,0.41,33.69,77.37,16.81,65.3,2.76,94.32,11.54,90.22,25.1,86.88,8.47,49.63,24.48,40.1,0.03,0.19,0.03,0,0.06,0,0.16,5.9,47.34,0.75,37.5,0.53,17.65,0.28,0.06,8.41,67.16,0,,0,,0,0,0,0,,,2.04,,,0.06,0,0,0,0,0
P. Sweeney,Exeter City,Exeter City,RCB,28,400000,2023-06-30,38,3182,3,2.35,3,0.92,20,62.8,Republic of Ireland,Republic of Ireland,right,183,80,no,11.09,6.05,67.76,8.63,60,0.11,0.18,0.74,6.87,10.95,0.65,5,0.14,0,0,1.07,0.08,3,0.08,0.07,2,0.06,15,0.42,46.67,20,0.08,0.76,51.85,0.08,0,0.68,58.33,0.06,0.48,76.47,1.44,58.82,0.79,0.82,0.14,26.39,0.28,0.74,47.57,77.41,26.98,66.56,3.48,93.5,13.18,93.99,33.57,88.21,13.32,51.59,24.33,38.32,0.03,0.2,0.03,0.03,0.31,36.36,0.2,13.04,58.35,1.98,51.43,0.57,40,0.59,0.37,14.79,76.67,0,,0,,0,0,0,0,,,1.73,,,0.08,0,0,0,0,0
A. O'Connor,Morecambe,Bradford City,"LCB, RB, RCB",29,400000,2023-06-30,45,4341,2,2.2,1,0.79,18.76,65.19,Republic of Ireland,Republic of Ireland,right,188,80,no,10.84,5.76,66.55,7.46,73.06,0.7,0.99,0.73,6.3,8.87,0.68,6,0.12,1,0.02,0.89,0.04,2,0.04,0.05,0,0,19,0.39,31.58,10.526,0.02,0.77,32.43,0.04,50,0.7,32.35,0.17,0.66,78.13,2.05,54.55,0.85,0.73,0.33,21.73,0.64,0.73,40.14,80.53,17.27,66.99,5.33,96.5,12.94,90.38,33.28,87.35,6.16,48.82,21.07,39.07,0.02,0.15,0.02,0,0.02,0,0.15,5.41,55.94,1.12,42.59,0.37,33.33,0.25,0.27,8.56,67.8,0,,0,,0,0,0,0,,,1.74,,,0.02,0,0,0,0,0
T. Craig,Crawley Town,Crawley Town,"LCB, CB",37,400000,2023-05-31,38,3551,0,1.73,0,0.15,15.99,64.03,England,England,left,185,79,no,8.87,5.04,65.83,6.84,70,0.51,0.73,0.53,5.04,7.22,0.68,7,0.18,0,0,0.33,0,0,0,0.04,0,0,13,0.33,30.77,0,0,0.2,37.5,0.18,42.86,0.03,0,0,0.18,85.71,0.84,48.48,0.71,0.23,0,13.03,0.1,0.58,30.03,76.54,15.92,67.04,2.69,91.51,8.69,89.21,22.73,83.5,7.1,55.36,21.8,34.41,0,0.08,0,0,0,0,0.05,5.37,57.08,0.58,43.48,0.23,44.44,0.23,0.08,9.2,64.74,0,,0,,0,0,0,0,,,1.85,,,0,0,0,0,0,0
R. Sweeney,Dundee,Mansfield Town,LCB,25,400000,2023-05-31,36,3217,3,3.41,0,0.55,24.73,64.25,England,"England, Republic of Ireland",left,193,87,no,11.41,7.92,74.2,9.68,63.29,0.22,0.35,0.62,5.32,8.25,1.15,7,0.2,1,0.03,0.53,0.08,3,0.08,0.1,0,0,11,0.31,54.55,27.273,0,0.25,44.44,0.22,37.5,0.03,100,0,0.39,64.29,1.73,35.48,0.59,0.28,0.2,12.87,0.28,0.62,28.82,72.23,15.89,61.27,1.9,89.71,8.62,87.66,21.85,79.77,6.77,48.76,23.79,38.43,0.02,0.08,0.08,0,0.03,0,0.06,5.46,50.26,0.76,37.04,0.34,41.67,0.14,0.11,7.81,63.8,0,,0,,0,0,0,0,,,1.29,,,0,0,0,0,0,0
U. Godwin-Malife,Forest Green Rovers,Forest Green Rovers,"RCB, RB",22,350000,2023-06-30,46,4477,0,0.27,1,1.23,17.21,55.96,England,England,right,180,79,no,7.98,5.41,69.52,2.47,52.85,0.1,0.15,0.28,4.12,6.3,0.62,4,0.08,0,0,1.73,0,0,0,0.01,0,0,4,0.08,25,0,0.02,0.94,27.66,0,0,0.94,27.66,0.12,2.29,56.14,5.57,45.85,0.4,2.87,1.99,23.38,0.7,1.11,40.95,82.82,17.19,72.4,5.33,96.23,12.95,89.6,35.56,88.47,4.5,49.55,19.84,38.01,0.02,0.4,0.04,0.02,0.4,40,0.08,5.63,71.43,1.39,42.03,0.36,33.33,0.28,0.26,8.44,69.52,0,,0,,0,0,0,0,,,1.83,,,0,0,0,0,0,0
