Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
H. Kane,Tottenham Hotspur,Tottenham Hotspur,CF,29,90000000,2024-06-30,35,3299,23,21.59,13,4.76,20.65,40.95,England,England,right,188,89,no,3.33,2.21,48.15,5.4,35.86,0.08,0.1,0.25,2.18,2.74,0.63,1,0.03,0,0,3.98,0.63,19,0.52,0.59,4,0.11,132,3.6,38.64,17.424,0.35,1.23,28.89,0.41,13.33,0.74,37.04,0.16,3.55,51.54,9.41,45.22,3.38,1.58,0.55,17.38,1.47,1.61,22.78,72.1,7.12,60.92,4.12,88.74,7.45,75.46,18.52,77.76,3.11,55.26,19.48,40.22,0.13,0.74,0.03,0.03,0.85,48.39,0.63,4.69,64.53,2.16,50.63,1.34,40.82,1.04,0.33,4.09,78,0,,0,,0,0,0,0,,,0,,,0.41,0.38,7.14,0,4,100
Gabriel Jesus,Arsenal,Manchester City,CF,25,75000000,2027-06-30,29,2200,9,9.14,2,3.23,22.21,35.73,Brazil,Brazil,right,175,73,no,4.13,3.64,51.69,3.03,17.57,0.16,0.27,0.04,2.09,3.45,1.15,2,0.08,0,0,3.27,0.37,9,0.37,0.37,1,0.04,52,2.13,30.77,17.308,0.08,0.86,19.05,0.53,15.38,0.29,28.57,0.04,4.13,59.41,12.35,37.75,4.75,1.76,0.82,21.97,1.68,1.84,28.92,85.71,3.6,64.77,11.17,93.41,7.16,85.71,27.12,88.39,0.98,66.67,13.14,20.27,0.13,0.98,0.08,0.04,0.25,0,0.41,1.72,80.95,1.15,53.57,0.37,0,1.35,0.25,1.64,67.5,0,,0,,0,0,0,0,,,0,,,0,0,0,0.2,0,0
Richarlison,Tottenham Hotspur,Everton,"CF, LWF, LAMF",25,55000000,2027-06-30,34,3042,7,11.59,3,3.52,25.06,39.79,Brazil,Brazil,right,181,71,no,4.76,4.85,47.56,3.64,33.33,0.09,0.11,0.06,2.37,2.81,1.04,4,0.12,1,0.03,4.08,0.21,6,0.18,0.34,2,0.06,80,2.37,41.25,8.75,0.09,1.36,19.57,1.01,23.53,0.36,8.33,0.27,4.64,57.32,12.81,41.8,3.52,2.37,1.15,14.91,1.63,2.16,21.6,70.96,4.85,51.83,5.59,86.24,6.07,74.63,19.59,74.62,0.71,66.67,15.9,16.78,0.1,0.74,0.03,0,0.5,35.29,0.18,1.48,64,1.51,43.14,0.38,23.08,0.47,0.27,2.43,57.32,0,,0,,0,0,0,0,,,0,,,0.03,0.03,0,0,1,100
T. Abraham,Roma,Chelsea,CF,25,45000000,2026-06-30,22,1131,6,6.09,1,0.38,19.1,37.92,England,"England, Nigeria",right,190,80,no,3.58,3.58,42.22,5.97,48,0,0,0.08,2.07,3.53,1.67,0,0,0,0,1.75,0.48,6,0.48,0.48,1,0.08,28,2.23,46.43,21.429,0.08,0.64,25,0.08,0,0.56,28.57,0,1.51,36.84,6.05,32.89,3.9,0.56,0.16,11.78,2.31,0.95,14.88,74.87,2.31,68.97,4.3,88.89,4.22,77.36,14.01,77.84,0.24,33.33,12.91,3.06,0.03,0.56,0,0,0.08,0,0.24,1.27,68.75,0.64,50,0,0,0.48,0.16,1.11,64.29,0,,0,,0,0,0,0,,,0,,,0,0,0,0.08,0,0
S. Haller,Borussia Dortmund,West Ham United,CF,28,35000000,2026-06-30,16,1014,3,4.11,0,1.84,34.26,34.72,France,"France, Côte d'Ivoire",right,190,82,no,4.35,5.24,40.68,14.56,43.29,0.62,0.66,0.09,1.6,1.7,2.13,0,0,0,0,1.15,0.27,3,0.27,0.37,1,0.09,19,1.69,47.37,15.789,0,0.18,100,0.09,100,0.09,100,0,1.07,16.67,10.21,20,3.55,0.44,0.18,10.83,1.15,1.24,16.78,73.54,3.46,61.54,3.91,72.73,5.5,79.03,15.53,73.71,1.07,66.67,14.51,18.39,0.16,0.62,0,0,0.09,0,0.36,1.42,62.5,0.8,77.78,0.09,0,0.98,0.18,1.33,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
A. Saint-Maximin,Newcastle United,Newcastle United,"CF, LW",26,35000000,2026-06-30,25,1667,3,2.29,4,2.85,25.54,40.8,France,"France, Guadeloupe",right,173,67,no,3.02,2.7,56,0.86,43.75,0.16,0.17,0.05,1.35,1.39,0.59,0,0,0,0,6.21,0.16,3,0.16,0.12,0,0,30,1.62,43.33,10,0.22,1.3,29.17,0.76,21.43,0.54,40,0.16,9.23,52.05,20.41,39.42,2.27,4,2.16,14.74,1.78,2.43,22.08,81.66,4.97,71.74,6.37,89.83,7.07,81.68,19.87,86.14,0.97,61.11,18.3,19.69,0.15,1.13,0.11,0,0.59,54.55,0.59,2.21,73.17,1.57,34.48,0.7,30.77,0.86,0.38,2.86,83.02,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
O. Watkins,Aston Villa,Aston Villa,CF,27,32000000,2025-06-30,37,3585,14,15.95,4,2.73,26.89,36.13,England,England,right,180,78,no,3.16,3.29,47.33,8.03,40.31,0.25,0.34,0.08,1.36,1.83,1.05,3,0.08,1,0.03,3.26,0.35,13,0.33,0.4,3,0.08,91,2.28,49.45,15.385,0.1,0.98,28.21,0.5,30,0.45,22.22,0.18,3.09,57.72,11.57,34.27,4.59,1.41,0.58,12.23,2.26,1.23,17.02,77.73,2.84,69.03,4.49,90.5,4.77,78.95,15.67,81.41,0.53,38.1,13.31,18.43,0.07,0.73,0.08,0,0.18,42.86,0.33,1.1,68.18,1.1,63.64,0.18,57.14,0.9,0.3,0.93,86.49,0,,0,,0,0,0,0,,,0,,,0,0,0,0.03,2,50
Joelinton,Newcastle United,Newcastle United,"CF, LW, RWF",26,32000000,2025-06-30,31,2144,4,5.91,2,1.24,33.16,39.87,Brazil,Brazil,right,186,81,no,5.25,4.49,55.14,9.03,42.79,0.08,0.09,0.08,2.69,2.82,1.13,3,0.13,0,0,2.56,0.17,3,0.13,0.25,0,0,40,1.68,50,10,0.08,0.71,17.65,0.25,16.67,0.46,18.18,0.08,3.27,42.31,13.89,33.53,2.39,1.01,0.42,12.64,1.55,1.55,22.16,76.89,4.28,68.63,6.25,87.92,5.58,74.44,21.03,79.24,0.5,50,14.16,15.29,0.05,0.59,0.04,0,0.38,55.56,0.17,1.72,63.41,0.76,50,0.38,55.56,0.67,0.17,2.31,58.18,0,,0,,0,0,0,0,,,0,,,0,0,0,0,1,100
W. Zaha,Crystal Palace,Crystal Palace,"CF, LW, LWF",30,32000000,2023-06-30,30,2807,11,7.34,2,2.69,26.96,42.21,Côte d'Ivoire,"Côte d'Ivoire, England",right,180,66,no,4.01,4.68,51.37,1.19,13.51,0.03,0.04,0,1.57,1.75,1.06,6,0.19,0,0,5.29,0.35,9,0.29,0.24,0,0,59,1.89,32.2,18.644,0.06,2.18,22.06,1.51,23.4,0.64,20,0.32,6.73,57.62,17.83,42.63,3.66,2.95,1.15,18.02,2.02,2.73,24.59,74.84,5.07,60.76,6.19,90.16,7.02,74.43,21.93,80.99,0.67,33.33,16.71,18.4,0.09,0.74,0.06,0.03,0.74,43.48,0.32,1.57,61.22,2.4,50.67,0.48,46.67,1.25,0.45,3.27,78.43,0,,0,,0,0,0,0,,,0,,,0,0,0,0.03,2,100
L. Trossard,Arsenal,Brighton,"CF, AMF, LW",28,30000000,2026-06-30,35,2771,5,6.25,4,6.52,17.8,37.96,Belgium,Belgium,right,172,63,no,5.55,4.94,57.89,1.1,8.82,0.06,0.09,0.06,2.63,3.49,0.88,2,0.06,0,0,3.31,0.16,5,0.16,0.2,0,0,57,1.85,42.11,8.772,0.13,2.21,38.24,1.07,39.39,1.14,37.14,0.29,2.86,52.27,9.74,33.67,3.67,2.14,1.14,24.52,1.85,1.07,32.87,77.37,6.89,66.51,6.01,90.27,12.7,82.1,28.55,81.34,2.11,64.62,17.91,28.55,0.21,1.46,0.03,0,0.71,27.27,0.55,3.28,72.28,3.38,58.65,1.01,35.48,1.66,0.88,4.87,80.67,0,,0,,0,0,0,0,,,0.16,,,0.32,0.06,0,1.14,0,0
