Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
N. Powell,Stockport County,Stockport County,"AMF, RWF, DMF",29,900000,,8,464,1,0.82,0,0.43,25.8,50.38,England,England,right,183,66,no,8.92,6.21,84.38,6.01,35.48,0.58,0.87,0.39,3.1,4.62,1.55,1,0.19,0,0,1.94,0.19,1,0.19,0.16,1,0.19,7,1.36,28.57,14.286,0,2.13,18.18,0.58,33.33,1.55,12.5,0.19,2.72,42.86,8.73,37.78,1.94,1.94,0.97,24.44,1.75,2.33,36.08,67.74,14.35,56.76,5.63,93.1,9.5,65.31,31.42,72.84,2.52,46.15,15.3,20.15,0.08,0.58,0.19,0,0.19,0,0.58,5.63,55.17,4.85,48,1.16,50,1.94,0.39,7.56,79.49,0,,0,,0,0,0,0,,,0.19,,,0,0,0,0,0,0
D. Crowley,Notts County,Notts County,"AMF, RWF",26,450000,,18,1539,8,3.48,2,2.78,15.67,46.27,England,"England, Republic of Ireland",right,174,68,no,5.03,5.15,57.95,0.7,25,0.06,0.1,0.12,1.99,3.47,1.05,3,0.18,0,0,5.26,0.47,8,0.47,0.2,3,0.18,15,0.88,53.33,53.333,0.12,4.8,35.37,0.12,0,4.68,36.25,0.88,3.51,70,8.01,44.53,3.16,3.51,0.88,34.74,0.53,0.64,45.5,83.68,13.22,78.32,11.52,95.43,13.63,76.39,39.36,91.23,1.58,37.04,17.43,29.82,0.16,1.35,0.06,0.06,1.35,47.83,0.94,5.09,79.31,6.2,44.34,1.17,40,1.99,1.75,6.43,85.45,0,,0,,0,0,0,0,,,0.18,,,0,0,0,0.29,0,0
D. Keillor-Dunn,Mansfield Town,Mansfield Town,"AMF, CF",26,350000,2025-06-30,17,1567,11,7.99,6,4.33,18.72,42.94,England,"England, Scotland",right,180,68,no,5.05,5.4,58.51,4.02,30,0,0,0,1.9,2.65,0.75,2,0.11,0,0,4.42,0.63,11,0.63,0.46,0,0,67,3.85,49.25,16.418,0.34,1.67,27.59,0.4,28.57,1.26,27.27,0.11,3.1,61.11,6.6,43.48,5.34,1.55,0.63,22.74,1.72,0.75,32.91,76.96,6.66,56.9,9.13,91.19,9.53,81.33,29.23,81.93,2.01,45.71,16.3,26.58,0.25,1.78,0,0.06,0.34,50,0.8,3.1,57.41,1.9,48.48,0.63,36.36,1.44,0.52,3.62,63.49,0,,0,,0,0,0,0,,,0,,,0.11,0,0,1.49,0,0
S. Mallan,Salford City,Salford City,"AMF, DMF, LCMF",27,350000,2024-06-30,17,1527,0,1.5,2,2.46,10.61,40.56,Scotland,Scotland,right,178,69,no,4.77,4.83,51.22,0.88,6.67,0.47,0.68,0,1.83,2.63,0.94,3,0.18,0,0,1.71,0,0,0,0.09,0,0,31,1.83,35.48,0,0.12,1.47,36,0.35,50,1.12,31.58,0.47,0.94,50,3.12,33.96,0.53,0.47,0.18,30.71,0.47,0.53,43.2,86.08,9.61,71.78,10.55,97.77,16.27,88.41,37.72,90.94,4.01,58.82,19.6,38.43,0.14,0.94,0,0.06,0.12,50,0.24,4.72,72.5,1.89,46.88,0.18,33.33,0.35,0.71,5.72,67.01,0,,0,,0,0,0,0,,,1.71,,,1.06,0.35,66.67,1.77,0,0
A. Gilbey,Milton Keynes Dons,Milton Keynes Dons,"RCMF, LCMF, AMF",28,350000,,17,1722,3,2.8,1,1.23,18.5,46.61,England,England,right,183,73,no,8.15,5.85,61.61,3.45,48.48,0.31,0.41,0.1,4.23,5.55,1.25,4,0.21,0,0,2.04,0.16,3,0.16,0.15,0,0,32,1.67,34.38,9.375,0.05,1.46,32.14,0.42,25,0.99,31.58,0.63,1.93,51.35,5.96,35.96,1.88,1.83,1.05,22.21,0.99,0.94,34.13,75.34,11.92,59.65,6.85,96.18,10.24,78.57,29.11,82.05,3.61,39.13,18.28,32.8,0.06,0.73,0,0.05,0.1,0,0.37,6.95,62.41,2.14,31.71,0.57,36.36,0.52,0.47,5.7,66.06,0,,0,,0,0,0,0,,,0.31,,,0.37,0,0,0.42,0,0
J. Payne,Milton Keynes Dons,Milton Keynes Dons,"RCMF, AMF",29,350000,2024-06-30,12,843,1,1.32,2,1.79,19.43,43.96,England,England,left,165,60,yes,5.66,5.44,60.78,1.07,10,0,0,0.11,2.35,3.3,0.75,1,0.11,0,0,3.42,0.11,1,0.11,0.14,0,0,15,1.6,26.67,6.667,0.21,2.99,60.71,2.24,66.67,0.64,33.33,0.43,2.03,52.63,9.07,44.71,1.49,1.6,0.43,30.96,0.53,1.49,43.45,85.01,10.68,72,7.79,95.89,16.55,92.26,38.65,89.23,1.81,35.29,17.66,25.59,0.19,1.81,0,0,0.32,33.33,0.75,4.16,66.67,3.42,62.5,0.75,42.86,0.75,1.81,6.62,77.42,0,,0,,0,0,0,0,,,0.11,,,0.64,0.11,100,2.14,0,0
R. Tierney,Walsall,Walsall,"AMF, LCMF",22,350000,2025-05-31,12,909,0,0.43,2,2.44,21.19,42.06,Republic of Ireland,Republic of Ireland,right,174,65,yes,7.72,6.34,64.06,3.66,24.32,0.3,0.34,0.1,3.37,3.85,0.79,2,0.2,0,0,2.18,0,0,0,0.04,0,0,6,0.59,33.33,0,0.2,1.78,33.33,0.79,50,0.79,25,0.3,2.38,50,7.72,34.62,1.49,1.29,0.59,11.09,1.39,1.58,20.79,73.33,6.04,49.18,5.35,96.3,6.73,76.47,16.73,82.84,2.28,34.78,18.98,29.98,0.24,1.39,0,0,0.4,50,0.5,2.87,48.28,2.28,30.43,0.69,14.29,0.79,0.69,3.37,67.65,0,,0,,0,0,0,0,,,0.59,,,0.59,0,0,1.98,0,0
M. Jay,Colchester United,Colchester United,"AMF, LCMF",27,350000,2025-06-30,3,129,0,0.01,0,0.16,8.37,66.67,England,England,right,178,69,no,6.98,6.28,88.89,0,0,0.7,1.36,0,0.7,1.36,0,0,0,0,0,2.09,0,0,0,0,0,0,1,0.7,0,0,0,1.4,100,0,0,1.4,100,0,0,0,1.4,0,0.7,0.7,0,30.7,1.4,0,36.98,83.02,11.16,68.75,6.98,80,10.47,93.33,34.19,81.63,2.09,100,16.25,20.7,0.11,1.4,0,0,1.4,50,0.7,3.49,40,2.09,66.67,1.4,50,0.7,0.7,6.28,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0.7,0,0
T. Leigh,Accrington Stanley,Accrington Stanley,AMF,23,350000,2024-06-30,16,1305,5,4.43,2,2.03,19.93,38.06,England,England,right,185,75,no,8.28,4.9,52.11,5.59,30.86,0.48,0.7,0.21,5.24,7.57,1.52,5,0.34,0,0,2.48,0.34,2,0.14,0.31,0,0,28,1.93,32.14,17.857,0.14,2.55,35.14,1.31,36.84,1.24,33.33,0.34,1.66,50,5.24,30.26,1.45,0.83,0.28,21.66,2.48,0.48,35.17,70.2,12.97,55.85,6.97,91.09,10.69,70.97,26.41,77.55,6.48,53.19,21.4,41.75,0.14,1.1,0,0.07,0.34,40,0.41,7.38,58.88,3.24,46.81,0.76,27.27,0.69,1.03,7.45,70.37,0,,0,,0,0,0,0,,,0.34,,,0.62,0.21,0,0.21,3,100
J. Walker,Bradford City,Bradford City,"AMF, CF",30,350000,2024-06-30,15,1312,3,2.7,2,3.82,22.57,44.07,Scotland,Scotland,right,175,70,no,8.03,7.41,56.48,3.22,40.43,0.96,1.38,0.21,2.88,4.14,2.2,5,0.34,0,0,3.64,0.21,3,0.21,0.18,1,0.07,33,2.26,36.36,9.091,0.14,2.33,29.41,1.03,46.67,1.3,15.79,0.55,2.81,63.41,8.3,42.98,3.02,2.26,0.34,20.3,1.85,1.23,31.55,82.17,8.16,73.95,7.48,94.5,9.67,80.14,27.64,87.84,1.71,60,16.71,23.87,0.26,1.37,0,0.07,0.55,62.5,0.69,4.05,74.58,2.26,57.58,0.41,66.67,0.96,0.69,3.36,75.51,0,,0,,0,0,0,0,,,0.69,,,0.48,0.07,0,2.4,0,0
H. Biggins,Doncaster Rovers,Doncaster Rovers,"RCMF, DMF, LCMF",27,300000,2024-06-30,12,870,2,0.64,0,0.52,19.66,35.26,England,England,right,175,68,no,6,3.62,51.43,5.28,41.18,0.21,0.3,0.41,3.93,5.67,0.62,3,0.31,0,0,1.66,0.21,2,0.21,0.07,0,0,15,1.55,46.67,13.333,0,0.83,25,0.21,0,0.52,20,0,1.97,31.58,6.83,25.76,1.14,0.83,0.21,19.97,0.72,1.14,32.17,79.1,10.24,65.66,7.45,95.83,9.41,79.12,28.45,84.36,2.9,42.86,18.38,37.7,0.05,0.52,0,0,0.1,100,0.1,4.97,70.83,1.24,58.33,0.31,100,0.72,0.21,5.9,63.16,0,,0,,0,0,0,0,,,0.62,,,0.62,0.52,20,0,0,0
D. Kemp,Swindon Town,Swindon Town,"AMF, RCMF",24,300000,,17,1690,9,4.68,5,4.34,19.97,46.93,England,England,left,168,63,yes,4.85,5.7,62.62,2.08,28.21,0.05,0.08,0.11,1.22,1.89,1.12,3,0.16,0,0,4.31,0.48,9,0.48,0.25,2,0.11,51,2.72,33.33,17.647,0.27,2.08,30.77,0.64,16.67,1.33,36,0.32,4.26,56.25,9.43,45.2,2.82,2.61,0.85,19.54,0.64,1.01,28.92,80.85,8.41,73.42,6.5,95.9,9.43,80.23,25.03,86.81,1.92,55.56,18.96,38.35,0.23,1.44,0.05,0,0.59,63.64,0.75,3.94,74.32,3.14,61.02,0.64,66.67,1.86,0.69,5.38,81.19,0,,0,,0,0,0,0,,,1.17,,,0.8,0.27,0,2.18,0,0
W. Collar,Stockport County,Stockport County,"RCMF, RAMF",26,300000,2025-06-30,17,1562,4,4.96,5,2.56,16.77,46.74,England,England,right,181,76,no,6.57,4.67,65.43,4.55,44.3,0.17,0.26,0.29,3.34,4.97,0.63,1,0.06,0,0,2.77,0.23,3,0.17,0.29,1,0.06,21,1.21,42.86,19.048,0.29,2.77,45.83,0.4,42.86,2.3,47.5,0.29,1.73,46.67,4.9,35.29,3,0.58,0.23,20.86,1.56,0.92,33.59,72.38,12.04,56.46,6.11,94.34,9.45,73.78,27.14,79.41,3.8,40.91,17.85,34.96,0.15,0.81,0.06,0,0.29,60,0.58,5.76,58,2.94,54.9,0.35,33.33,0.81,1.21,5.93,73.79,0,,0,,0,0,0,0,,,0.46,,,0.06,0,0,0,1,100
