Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
K. Kesler-Hayden,Aston Villa U21,Swindon Town,"RB, RWB",20,1500000,2026-06-30,18,1638,0,1.5,1,1.76,21.65,44.92,England,England,right,175,62,no,7.03,5.66,57.28,3.24,47.46,0.16,0.29,0.27,3.63,6.29,0.55,3,0.16,1,0.05,4.29,0,0,0,0.08,0,0,26,1.43,23.08,0,0.05,2.86,28.85,0,0,2.86,28.85,0.44,5,54.95,9.62,41.71,2.8,3.24,1.48,26.43,2.91,1.59,35.22,76.76,9.95,65.19,7.03,93.75,11.98,76.61,29.4,85.42,3.24,35.59,19.47,40.92,0.1,0.71,0.11,0,0.6,63.64,0.33,3.52,60.94,3.08,32.14,0.82,33.33,0.99,0.71,7.75,65.25,0,,0,,0,0,0,0,,,0.66,,,0,0,0,0,0,0
J. Lowe,Salford City,Salford City,"RB, RDMF, RCMF",31,800000,2023-06-30,45,4406,2,0.83,2,2.62,13.52,53.02,England,England,right,183,80,no,10.17,5.64,63.04,3.33,46.63,0.71,1.06,0.41,5.9,8.72,0.59,10,0.2,0,0,1,0.04,2,0.04,0.02,0,0,13,0.27,30.77,15.385,0.04,1.18,51.72,0.1,60,1.08,50.94,0.08,0.37,77.78,1.35,40.91,0.33,0.33,0.18,24.45,0.67,0.39,40.3,82.36,13.75,66.42,6.7,96.04,13.99,88.47,33.7,88.55,5.43,50.75,19.75,38.83,0.05,0.39,0.08,0,0.08,25,0.2,7.37,62.88,1.72,50,0.47,30.43,0.39,0.63,7.35,75,0,,0,,0,0,0,0,,,2,,,0.16,0,0,0,0,0
L. Matheson,Wolverhampton Wanderers U21,Scunthorpe United,"RB, RWB",20,600000,2023-06-30,13,1107,0,0.09,0,0,21.14,51.54,England,"England, Scotland",right,168,70,no,11.63,10.65,58.78,4.31,50.94,0.49,0.64,0.57,4.88,6.36,0.89,1,0.08,1,0.08,0.73,0,0,0,0.01,0,0,1,0.08,0,0,0,0.81,50,0,0,0.73,55.56,0.16,0.65,37.5,2.93,30.56,0.57,0.65,0.24,17.64,1.38,0.65,26.5,70.86,13.01,59.38,3.82,91.49,4.55,82.14,22.03,74.91,3.74,52.17,19.17,35.07,0,0,0.08,0,0.16,50,0,4.72,51.72,1.22,60,0.41,40,0.24,0.33,5.93,71.23,0,,0,,0,0,0,0,,,0.65,,,0,0,0,0,0,0
H. Anderson,Bristol Rovers,Bristol Rovers,"RWB, LB, RW",26,600000,2023-06-30,44,3742,6,3.69,4,4.03,23.19,48.13,England,England,right,179,71,no,6.47,5.32,59.73,3.01,45.6,0.07,0.12,0.1,3.22,5.58,0.7,5,0.12,0,0,4.69,0.14,6,0.14,0.09,0,0,51,1.23,37.25,11.765,0.1,2.19,26.37,0.58,29.17,1.61,25.37,0.51,5.96,60.08,10.46,46.44,2.48,2.38,1.15,15.01,1.59,1.27,23.38,73.46,7.12,61.49,5.22,93.55,6.85,74.74,19.48,82.1,1.71,35.21,18.53,28.01,0.1,0.67,0.05,0.05,0.29,25,0.29,2.65,63.64,1.9,44.3,0.31,23.08,0.63,0.72,5,66.83,0,,0,,0,0,0,0,,,0.14,,,0,0,0,0,0,0
M. Clark,Stevenage,Rochdale,"LWB, LB",27,500000,,23,2154,1,1.55,3,3.74,18.3,52.97,England,England,left,180,73,no,9.44,7.23,61.85,4.22,40.59,0.08,0.12,0.25,4.89,6.94,0.63,0,0,0,0,2.92,0.04,1,0.04,0.06,0,0,17,0.71,29.41,5.882,0.13,5.43,28.46,5.26,26.98,0.13,66.67,0.71,1.34,68.75,2.67,50,1.75,0.79,0.25,29.37,2.3,0.67,41.2,68.86,15.92,59.06,6.85,94.51,12.33,65.08,28.54,82.43,7.27,45.98,21.34,35.31,0.16,0.92,0.08,0.04,0.58,42.86,0.38,6.52,53.85,5.26,34.92,1,33.33,0.75,1.55,10.82,69.5,0,,0,,0,0,0,0,,,0.17,,,0.71,0.04,100,1.71,0,0
J. Key,Exeter City,Exeter City,"RWB, RB",23,500000,2023-06-30,44,4276,2,3.14,4,6.53,25.45,47.06,England,England,right,178,72,no,8.59,6.52,60,6.25,36.7,0.13,0.2,0.13,4.55,7.26,0.8,6,0.13,0,0,4.61,0.04,2,0.04,0.07,0,0,34,0.72,23.53,5.882,0.08,3.79,32.22,0.06,0,3.68,33.14,0.91,5.56,56.44,8.69,47.22,1.81,2.42,1.33,20.69,1.18,0.67,32.41,70.26,11.18,58.57,7.41,92.33,8.1,67.79,25.49,79.36,3.45,42.07,18.15,34.99,0.14,0.88,0.04,0.02,0.21,40,0.55,3.91,51.08,3.3,47.13,0.42,25,0.69,1.16,7.14,72.27,0,,0,,0,0,0,0,,,0.38,,,0,0,0,0,0,0
A. McGowan,Northampton Town,Northampton Town,"RB, RWB",26,325000,2025-06-30,42,3884,2,1.55,1,2.77,23.7,55.03,England,England,right,175,80,no,9.36,6,69.5,8.92,59.22,0.49,0.72,0.28,4.7,6.94,0.81,5,0.12,0,0,2.36,0.05,2,0.05,0.04,0,0,24,0.56,25,8.333,0.02,2.97,44.53,0.05,0,2.92,45.24,0.42,1.55,52.24,3.68,44.65,0.83,0.56,0.35,17.7,1.41,1.34,29.87,66.1,13.83,53.94,4.19,93.37,8.32,71.31,18.91,77.94,8.13,46.15,24.26,37.12,0.06,0.53,0.02,0.05,0.35,26.67,0.39,6.88,51.18,3.48,47.33,0.95,31.71,0.6,1.2,9.5,70.24,0,,0,,0,0,0,0,,,0.76,,,0.07,0,0,0,0,0
G. Tanner,Bristol City,Carlisle United,RB,23,300000,2024-06-30,5,488,0,0.05,0,0.09,21.21,51.3,England,England,right,181,71,no,10.51,6.45,60,4.8,46.15,0.92,1.28,0.37,5.72,7.95,0.37,0,0,0,0,2.77,0,0,0,0.01,0,0,2,0.37,50,0,0,1.66,22.22,0,0,1.66,22.22,0.18,2.95,68.75,5.16,57.14,0.37,1.66,0.18,19,0.55,1.48,33.01,74.3,16.6,63.33,6.45,100,6.64,69.44,25.45,81.88,6.09,54.55,20.49,35.07,0.02,0.55,0,0,0.18,100,0.18,7.56,60.98,1.66,33.33,0.37,50,0.18,0.37,7.38,80,0,,0,,0,0,0,0,,,0.74,,,0,0,0,0,0,0
J. Caprice,Exeter City,Exeter City,LWB,30,300000,2024-06-30,34,2939,1,1.76,6,4.31,19.41,48.42,England,England,right,179,73,no,5.36,4.47,70.55,2.45,36.25,0.03,0.05,0.09,2.17,3.51,0.52,2,0.06,0,0,5.45,0.03,1,0.03,0.05,0,0,41,1.26,26.83,2.439,0.18,3.92,32.03,3.28,28.04,0.64,52.38,0.73,6.92,52.21,10.04,45.43,1.75,4.2,1.35,17.7,1.16,0.77,26.92,71.79,7.87,59.14,7.17,94.87,7.56,68.83,19.9,81.69,3.15,58.25,19.24,30.34,0.13,0.77,0.06,0.03,0.67,36.36,0.55,3.06,56,3.98,47.69,0.77,36,0.95,1.41,6.19,75.74,0,,0,,0,0,0,0,,,0.49,,,0,0,0,0,0,0
K. Wilson,Bristol City,Forest Green Rovers,RWB,22,300000,2025-06-30,45,4392,3,3.18,13,12.59,26.41,48.41,England,England,right,178,71,no,7.36,5.59,56.78,2.99,44.52,0.37,0.6,0.12,3.81,6.21,0.86,4,0.08,0,0,8.38,0.06,3,0.06,0.07,0,0,29,0.59,37.93,10.345,0.27,5.47,39.7,0.06,66.67,5.35,39.08,0.55,9.63,59.15,14.41,48.51,1.91,4.55,1.99,20.94,1.93,1.21,32.54,71.79,9.63,64.68,6.13,94.65,11.91,70.57,24.32,81.13,2.91,51.41,21.2,34.93,0.26,1.62,0.04,0.02,0.72,40,1.13,3.89,67.37,5.16,52.78,0.51,28,0.94,2.25,8.59,77.33,0,,0,,0,0,0,0,,,0.2,,,0,0,0,0.14,0,0
