Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
K. De Bruyne,Manchester City,Manchester City,"AMF, RCMF",31,80000000,2025-06-30,25,2110,6,9.92,9,7.4,16.59,49.36,Belgium,Belgium,right,181,75,no,5.12,4.82,53.1,0.85,35,0.09,0.13,0.04,2.47,3.86,1.11,1,0.04,0,0,5.93,0.26,4,0.17,0.42,0,0,81,3.45,30.86,7.407,0.38,3.84,16.67,1.36,12.5,2.35,18.18,0.34,3.84,65.56,8.83,50.72,3.33,3.54,2.05,45.04,1.54,1.28,53.7,78.32,15.4,70.64,10.02,91.06,18.73,81.55,46.71,84.57,3.2,60,18.58,34.08,0.32,2.43,0.09,0.09,3.37,50.63,1.07,7.21,72.19,6.4,56.67,3.24,39.47,3.28,0.85,8.83,81.64,0,,0,,0,0,0,0,,,0.34,,,1.54,0.47,54.55,3.71,3,66.667
Bernardo Silva,Manchester City,Manchester City,"RCMF, CF, LCMF",28,80000000,2025-06-30,26,2199,2,5.67,6,2.59,15.02,44.96,Portugal,Portugal,left,173,64,no,5.77,4.38,55.14,1.84,26.67,0.7,1.06,0.04,2.66,4.05,0.65,5,0.2,0,0,2.91,0.08,2,0.08,0.23,0,0,28,1.15,46.43,7.143,0.25,1.51,24.32,0.61,20,0.78,21.05,0.12,2.95,59.72,7.04,44.19,3.19,4.17,1.88,44,2.05,0.74,55.13,91.17,10.27,83.67,14.16,95.38,19.03,93.33,51.28,93.85,2.41,74.58,15.94,27.6,0.11,0.78,0.04,0,0.41,60,0.49,4.01,92.86,2.37,60.34,0.37,33.33,1.27,0.33,3.72,79.12,0,,0,,0,0,0,0,,,0.33,,,0.08,0,0,0.74,0,0
D. Rice,West Ham United,West Ham United,"LCMF, LDMF, RCMF",24,80000000,2024-06-30,32,3078,2,3.41,1,1.67,14.06,52.6,England,"England, Republic of Ireland",right,185,80,no,9.33,5.94,61.08,2.46,54.76,0.58,0.61,0.32,5.12,5.33,0.7,2,0.06,0,0,1.49,0.06,1,0.03,0.1,0,0,25,0.73,32,8,0.03,0.88,43.33,0.35,50,0.53,38.89,0.09,1.32,60,3.8,45.38,0.99,2.02,1.11,29.44,0.41,0.35,42.78,89.2,12.89,82.99,5.64,96.89,17.02,91.92,39.06,92.29,2.87,60.2,18.43,39.28,0.05,0.47,0.03,0.06,0.2,42.86,0.18,5.53,82.54,1.29,50,0.35,41.67,0.35,0.38,5.29,70.72,0,,0,,0,0,0,0,,,0.38,,,0.2,0.09,33.33,0,2,50
M. Mount,Chelsea,Chelsea,"LCMF, AMF",24,75000000,2024-06-30,36,3086,6,6.47,5,8.65,21.73,44.97,England,England,right,181,74,no,7.29,7.2,59.92,1.95,22.39,0.03,0.04,0.06,2.95,4.46,1.46,2,0.06,0,0,3.56,0.17,5,0.15,0.19,0,0,82,2.39,32.93,7.317,0.15,2.13,36.99,1.02,45.71,1.08,29.73,0.44,2.92,58,9.42,42.11,3.62,3.27,1.63,38.38,1.2,1.25,49,85.89,12.72,78.44,10.29,93.77,15.25,87.95,44.88,89.28,2.07,63.38,16.29,27.61,0.25,2.1,0.06,0.03,0.61,47.62,0.47,5.77,84.34,2.8,60.42,0.85,41.38,1.84,0.82,6.68,82.53,0,,0,,0,0,0,0,,,0.15,,,0.55,0.2,14.29,3.65,1,100
Bruno Fernandes,Manchester United,Manchester United,AMF,28,75000000,2026-06-30,37,3304,18,15.67,8,9.05,16.07,44.24,Portugal,Portugal,right,179,69,no,6.18,6.21,49.12,1.83,26.87,0.3,0.43,0.03,2.83,4.02,1.09,6,0.16,0,0,3.27,0.49,9,0.25,0.43,1,0.03,117,3.19,42.74,15.385,0.22,2.83,22.12,1.2,22.73,1.61,20.34,0.25,1.47,51.85,5.45,45,2.75,1.77,0.41,46.96,1.77,1.42,57.07,76.32,16.86,63.49,9.94,93.15,18.31,79.91,47.37,82.29,7,57.59,18.31,39.04,0.25,1.85,0.22,0.03,1.63,31.67,0.84,8.06,67.23,6.13,42.67,3.13,33.91,2.59,0.76,8.74,75.39,0,,0,,0,0,0,0,,,0.08,,,1.23,0.41,20,1.58,10,90
K. Havertz,Chelsea,Chelsea,"AMF, CF, RCMF",23,70000000,2025-06-30,27,1623,4,4.21,3,1.9,22.46,38.52,Germany,Germany,left,193,84,no,5.88,4.99,57.78,3.99,37.5,0.33,0.52,0,2.66,4.17,1.61,2,0.11,0,0,2.55,0.22,4,0.22,0.23,0,0,30,1.66,40,13.333,0.17,1.22,27.27,0.78,35.71,0.44,12.5,0.11,3.27,38.98,9.82,32.2,3.49,1.89,0.89,32.11,1.66,0.83,41.04,86.49,7.93,74.13,13.2,93.7,11.37,89.76,39.15,88.67,0.67,66.67,15,11.13,0.11,0.72,0.06,0.06,0.72,38.46,0.44,2.5,80,1.77,68.75,0.61,36.36,1.28,0.33,3.05,60,0,,0,,0,0,0,0,,,0.06,,,0.06,0,0,0,0,0
M. Ødegaard,Arsenal,Arsenal,AMF,24,60000000,2025-06-30,14,935,1,1.03,2,2.04,11.94,38.71,Norway,Norway,left,178,68,no,3.18,3.08,56.25,1.25,23.08,0.29,0.34,0,1.16,1.37,0.1,0,0,0,0,2.21,0.1,1,0.1,0.1,0,0,14,1.35,21.43,7.143,0.19,0.58,66.67,0.1,0,0.48,80,0.1,1.64,70.59,5.58,39.66,1.83,1.16,0.19,37.44,1.06,0.96,44.37,91.97,11.74,85.25,11.07,99.13,13.19,93.43,42.55,93.44,1.25,53.85,14.85,18.07,0.2,1.64,0.29,0,0.87,44.44,0.67,3.85,80,3.08,84.38,0.96,40,2.6,0.39,4.52,85.11,0,,0,,0,0,0,0,,,0.19,,,0.96,0.1,0,2.79,0,0
J. Maddison,Leicester City,Leicester City,AMF,26,55000000,2024-06-30,31,2230,8,4.9,3,3.59,17.23,46.37,England,England,right,175,73,no,5,5.04,64.8,0.73,27.78,0.28,0.38,0.04,1.45,1.97,0.81,4,0.16,0,0,3.23,0.32,8,0.32,0.2,0,0,73,2.95,31.51,10.959,0.12,1.01,32,0.52,23.08,0.44,36.36,0.12,3.07,44.74,9.2,43.42,1.94,0.97,0.61,30.87,0.69,2.26,39.03,84.9,10.65,74.24,8.84,93.15,12.43,88.64,36.12,87.93,1.98,55.1,16.61,25.74,0.14,1.61,0.08,0.08,1.33,45.45,0.36,5.49,77.94,2.66,57.58,1.49,35.14,1.33,0.24,4.8,88.24,0,,0,,0,0,0,0,,,0.2,,,2.3,0.48,25,3.11,0,0
Vitinha,PSG,Wolverhampton Wanderers,"AMF, LCMF",23,45000000,2027-06-30,19,591,0,0.35,0,0.46,11.57,42.11,Portugal,Portugal,right,172,64,no,3.5,4.57,43.33,0.3,50,0.15,0.21,0,1.37,1.9,1.22,0,0,0,0,0.91,0,0,0,0.05,0,0,8,1.22,50,0,0,0.46,0,0,0,0.3,0,0.15,0.46,66.67,5.48,41.67,1.37,2.13,0.46,38.68,0.61,0.91,48.27,91.48,8.38,76.36,10.96,98.61,17.06,95.54,45.99,93.05,1.83,75,16.03,17.88,0.07,1.07,0,0,0.3,0,0.15,5.33,88.57,1.68,45.45,0.61,25,0.46,0,3.65,79.17,0,,0,,0,0,0,0,,,0,,,0.61,0,0,1.37,0,0
T. Souček,West Ham United,West Ham United,"RCMF, RDMF, LCMF",28,45000000,2024-06-30,38,3663,10,11.02,1,1.14,24.42,50.91,Czech Republic,Czech Republic,right,192,86,no,9.75,6.95,56.89,11.25,53.93,0.37,0.39,0.37,5.43,5.81,1.65,7,0.17,1,0.02,1.06,0.25,10,0.25,0.27,3,0.07,58,1.43,39.66,17.241,0.02,0.29,16.67,0.1,25,0.2,12.5,0.02,0.79,50,2.87,41.88,1.87,0.61,0.2,21.08,0.49,1.03,34.2,81.54,11.13,65.34,4.47,96.7,13.54,90.38,30.96,84.13,2.95,60.83,17.86,34.44,0.03,0.2,0.05,0.02,0.17,28.57,0.1,4.64,71.43,0.61,40,0.22,11.11,0.29,0.05,4.64,62.43,0,,0,,0,0,0,0,,,0.66,,,0,0,0,0,0,0
