Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
K. De Bruyne,Manchester City,Manchester City,"RCMF, AMF",31,80000000,2025-06-30,30,2546,7,4.5,16,12.14,13.82,49.36,Belgium,Belgium,right,181,75,no,3.92,3.39,54.17,0.88,52,0.07,0.12,0.04,2.01,3.55,0.71,1,0.04,0,0,6.54,0.25,7,0.25,0.16,0,0,62,2.19,33.87,11.29,0.57,6.5,36.96,2.05,39.66,4.24,35,1.31,3.71,59.05,7.28,50.49,3.29,2.3,1.63,42.28,2.09,0.95,49.88,77.68,13.72,67.78,8.17,96.97,19.73,79.21,39.59,85.89,4.07,62.61,20.06,37.53,0.43,2.79,0.14,0.07,3.15,38.2,1.7,7.14,73.27,8.34,50.42,3.5,32.32,2.69,2.26,8.91,91.67,0,,0,,0,0,0,0,,,0.35,,,1.59,0.25,28.57,2.51,0,0
M. Ødegaard,Arsenal,Arsenal,"RCMF, AMF",24,80000000,2025-06-30,35,3190,15,9.95,7,5.9,14.16,41.24,Norway,Norway,left,178,68,no,4.26,4.18,50.68,1.04,37.84,0.34,0.55,0.06,1.81,2.96,0.79,4,0.11,0,0,3.67,0.42,15,0.42,0.28,0,0,87,2.45,37.93,17.241,0.2,1.3,28.26,0.28,30,1.02,27.78,0.2,3.02,44.86,7.17,35.83,2.96,1.81,0.48,33.57,0.62,0.71,43.34,84.9,12.53,74.77,8.89,93.97,13.77,89.75,40.37,87.91,1.75,56.45,16.51,32.49,0.17,1.55,0.14,0.08,1.81,56.25,0.68,4.85,80.81,4.57,63.58,2.06,46.58,3.02,0.34,5.67,85.07,0,,0,,0,0,0,0,,,0.11,,,1.41,0.23,25,0.48,0,0
Bruno Fernandes,Manchester United,Manchester United,"AMF, RAMF",28,75000000,2026-06-30,34,3304,6,7.94,7,9.96,15.96,44.88,Portugal,Portugal,right,179,69,no,6.56,5.42,54.77,1.83,31.34,0.63,0.87,0.05,2.97,4.11,0.98,6,0.16,0,0,3.9,0.16,5,0.14,0.22,0,0,80,2.18,37.5,7.5,0.19,2.51,34.78,1.2,34.09,1.25,32.61,0.33,2.56,51.06,5.64,43,3.32,1.47,0.49,35.68,1.85,1.04,46.14,78.04,15.42,70.14,8.25,91.09,13.32,79.75,38.3,83.5,5.45,59.5,18.27,40.4,0.27,2.21,0.14,0.08,1.74,51.56,1.31,6.81,67.6,4.39,56.52,2.7,46.46,2.29,0.84,8.34,81.05,0,,0,,0,0,0,0,,,0.22,,,0.57,0.16,33.33,2.15,1,100
M. Mount,Chelsea,Chelsea,"AMF, LAMF",24,65000000,2024-06-30,24,1786,3,2.17,2,3.28,18.95,46.54,England,England,right,181,74,no,7.56,6.7,63.91,1.36,37.04,0.3,0.49,0.25,2.97,4.8,1.31,4,0.2,0,0,2.52,0.15,3,0.15,0.11,0,0,29,1.46,27.59,10.345,0.1,1.86,24.32,0.66,30.77,1.16,21.74,0.5,2.32,56.52,7.91,40.13,2.37,1.71,0.96,26.81,1.31,1.36,35.38,80.2,10.13,72.14,8.62,92.98,9.68,80.21,32.05,83.96,1.61,71.88,16.08,25.41,0.17,1.36,0.05,0.05,0.91,38.89,0.71,3.28,81.54,2.92,53.45,0.96,36.84,1.51,0.4,3.68,79.45,0,,0,,0,0,0,0,,,0.1,,,0.55,0.15,33.33,1.66,0,0
M. Caicedo,Brighton,Brighton,"LCMF, LDMF, RDMF",21,55000000,2027-06-30,33,3092,1,1.06,1,1.9,17.03,56.58,Ecuador,Ecuador,right,178,71,no,9.02,7.22,64.52,1.8,61.29,0.67,1.13,0.23,3.7,6.22,1.72,9,0.26,0,0,1.37,0.03,1,0.03,0.03,0,0,25,0.73,20,4,0.03,0.44,60,0.23,50,0.2,71.43,0.06,1.6,47.27,5.04,47.4,0.64,0.93,0.38,41.71,0.29,1.4,56.35,91.12,14.18,82.96,9.05,97.75,20.81,94.27,52.45,92.9,3.46,68.07,16.02,29.37,0.06,0.87,0.03,0.06,0.44,46.67,0.32,6.84,85.11,1.6,65.45,0.82,35.71,0.9,0.26,6.23,77.57,0,,0,,0,0,0,0,,,0.99,,,0,0,0,0,0,0
J. Maddison,Leicester City,Leicester City,"AMF, RW, RAMF",26,55000000,2024-06-30,28,2531,10,7.53,7,7.64,17.6,49.7,England,England,right,175,73,no,4.8,5.16,56.55,0.78,13.64,0.39,0.47,0,1.49,1.81,0.92,10,0.36,0,0,4.34,0.36,9,0.32,0.27,0,0,78,2.77,35.9,12.821,0.25,1.39,25.64,0.57,12.5,0.75,33.33,0.32,4.55,59.38,9.46,54.14,2.81,2.2,1,26.92,0.82,2.67,33.07,80.11,8.57,67.22,6.58,92.43,12.16,83.63,29.19,84.9,2.52,53.52,18,32,0.27,2.03,0,0.04,1.07,26.67,0.71,5.3,75.17,2.45,50.72,1.46,31.71,1.39,0.36,5.26,73.65,0,,0,,0,0,0,0,,,0.25,,,2.06,0.5,35.71,2.45,2,50
Lucas Paquetà,West Ham United,West Ham United,"AMF, RCMF, LCMF",25,45000000,2027-06-30,26,2115,4,4.44,1,1.18,24.3,44.31,Brazil,"Brazil, Portugal",left,180,72,no,9.36,8.94,53.81,3.23,50,0.34,0.36,0.17,4.21,4.47,1.87,4,0.17,0,0,2.51,0.17,3,0.13,0.19,1,0.04,44,1.87,29.55,9.091,0.04,1.11,38.46,0.64,40,0.47,36.36,0.26,2.38,41.07,8.98,33.18,1.66,0.85,0.21,26.51,0.64,1.23,40.38,81.66,14.51,71.26,7.4,93.1,11.7,86.55,36.72,84.36,2.6,60.66,16.5,29.28,0.05,0.64,0.04,0,1.66,33.33,0.43,5.96,73.57,2.55,48.33,2,29.79,1.06,0.51,6.09,81.82,0,,0,,0,0,0,0,,,0.17,,,0.09,0.04,100,0,1,100
P. Højbjerg,Tottenham Hotspur,Tottenham Hotspur,"LCMF, RCMF",27,45000000,2025-06-30,35,3438,4,2.37,4,1.71,14.61,50.72,Denmark,"Denmark, France",right,187,84,no,8.56,5.81,56.31,1.05,55,0.47,0.61,0.5,4.82,6.19,0.99,5,0.13,0,0,1.73,0.1,4,0.1,0.06,0,0,32,0.84,28.13,12.5,0.1,0.52,60,0.24,33.33,0.26,80,0,1.73,54.55,5.37,44.88,0.76,1.07,0.45,42.75,0.52,0.94,55.5,89.62,15.31,77.26,8.74,94.61,23.9,95.4,49.74,92.63,5.26,64.18,19.23,40.25,0.04,0.39,0.05,0.03,0.5,47.37,0.31,8.25,78.1,1.47,64.29,0.99,39.47,0.73,0.29,7.7,79.93,0,,0,,0,0,0,0,,,0.86,,,0.03,0,0,0,0,0
Matheus Nunes,Wolverhampton Wanderers,Wolverhampton Wanderers,"AMF, LW, LDMF",24,45000000,2027-06-30,32,2588,1,2.85,1,1.55,21.49,46.76,Brazil,"Brazil, Portugal",right,184,78,no,7.13,6.47,56.45,2.36,38.24,0.31,0.42,0.17,3.16,4.22,1.15,1,0.03,0,0,2.85,0.03,1,0.03,0.1,0,0,26,0.9,30.77,3.846,0.03,1.53,36.36,0.45,30.77,1.08,38.71,0.17,3.2,56.52,9.46,44.49,1.53,1.74,0.94,23.58,0.9,1.7,33.59,80.75,7.3,62.38,7.93,94.74,12.9,84.91,29.07,85.05,3.06,61.36,18.97,34.62,0.05,0.59,0,0,0.7,30,0.31,3.44,67.68,2.12,40.98,0.56,12.5,0.42,0.49,3.72,61.68,0,,0,,0,0,0,0,,,0.24,,,0.07,0,0,0.31,0,0
A. Onana,Everton,Everton,"LCMF, DMF",21,42000000,2027-06-30,31,2516,1,3.35,1,0.91,19.39,48.52,Senegal,"Senegal, Belgium",right,192,88,no,8.8,5.33,61.07,4.79,50,1.54,1.86,0.14,4.01,4.85,1.61,9,0.32,0,0,1.79,0.04,1,0.04,0.12,1,0.04,27,0.97,14.81,3.704,0.04,0.29,50,0.21,66.67,0.07,0,0.11,2.25,58.73,5.15,44.44,1.14,0.61,0.54,20.85,0.54,1.65,30.94,87.75,7.37,71.84,7.15,97,11.66,92.33,29.33,89.51,1.32,56.76,16.65,25.89,0.03,0.43,0.04,0,0.32,55.56,0.21,3.72,75,0.82,52.17,0.39,54.55,0.36,0.14,3.58,64,0,,0,,0,0,0,0,,,0.47,,,0,0,0,0,0,0
