Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
P. Foden,Manchester City,Manchester City,"LWF, LCMF, LAMF",22,110000000,2027-06-30,28,1728,9,4.84,5,4.65,18.33,46.31,England,England,left,171,69,no,3.75,3.54,58.82,2.24,37.21,0.16,0.23,0.05,1.51,2.21,0.68,0,0,0,0,4.53,0.47,9,0.47,0.25,0,0,42,2.19,45.24,21.429,0.26,2.71,13.46,2.6,14,0.1,0,0.47,5.16,56.57,10.1,47.42,5.68,3.02,1.25,34.48,2.4,1.77,39.74,85.32,6.46,71.77,14.22,96.34,10.16,81.03,36.09,91.05,1.25,54.17,15.83,21.01,0.24,1.56,0.05,0.05,0.57,45.45,0.89,2.29,84.09,2.14,48.78,0.47,44.44,1.72,0.42,3.28,76.19,0,,0,,0,0,0,0,,,0.05,,,0.1,0,0,2.4,0,0
B. Saka,Arsenal,Arsenal,"RAMF, LWB, LAMF",21,100000000,2024-06-30,32,2723,5,5.96,3,5.11,20.39,44.73,England,"England, Nigeria",left,178,65,no,5.45,4.79,52.41,1.95,25.42,0,0,0.07,2.94,3.91,0.89,1,0.03,0,0,4.96,0.17,5,0.17,0.2,1,0.03,55,1.82,36.36,9.091,0.1,3.44,32.69,1.98,41.67,1.42,18.6,0.53,4.99,60.26,11.11,46.73,4.1,2.48,0.89,25.91,1.32,2.12,34.01,78.62,7.57,69.87,9.12,92.75,8.73,75,29.18,85.5,1.49,46.67,15.58,25.83,0.17,1.22,0.17,0.07,0.33,50,0.5,2.35,74.65,2.64,51.25,0.4,33.33,0.76,1.22,4.07,65.04,0,,0,,0,0,0,0,,,0.1,,,0.5,0.03,0,2.08,0,0
M. Rashford,Manchester United,Manchester United,"LAMF, RAMF, CF",25,80000000,2024-06-30,37,3117,11,9.57,8,3.25,17.3,37.73,England,"England, St. Kitts and Nevis",right,186,70,no,2.66,2.69,49.46,1.7,45.76,0.09,0.12,0.06,1.24,1.72,0.75,4,0.12,0,0,4.07,0.32,11,0.32,0.28,0,0,80,2.31,46.25,13.75,0.23,1.1,23.68,0.38,7.69,0.72,32,0.12,5.83,39.6,11.46,36.27,3.98,3.55,1.76,29.19,2.34,1.21,34.07,82.29,6.67,65.37,10.68,93.24,9.5,83.59,31.44,85.77,1.59,52.73,15.87,28.87,0.09,1.07,0.09,0.12,0.98,44.12,0.61,2.22,63.64,2.86,61.62,0.92,28.13,2.11,0.26,3.32,84.35,0,,0,,0,0,0,0,,,0.09,,,0.14,0.14,60,0.06,0,0
J. Grealish,Manchester City,Aston Villa,"LAMF, AMF, LW",27,70000000,2027-06-30,26,2360,6,4.09,9,9.31,25.17,51.97,England,"England, Republic of Ireland",right,180,81,no,4.61,4.81,53.17,1.98,40.38,0.27,0.37,0.11,1.79,2.47,1.56,6,0.23,0,0,6.75,0.23,6,0.23,0.16,0,0,49,1.87,40.82,12.245,0.34,2.06,25.93,1.64,23.26,0.38,40,0.31,7.02,66.3,15.86,54.57,5.26,5.26,2.17,24.6,2.02,4.19,36.15,83.54,11.75,80.52,7.47,91.84,9.42,84.62,32.61,88.19,1.56,58.54,16.34,26.26,0.36,2.9,0.11,0,1.3,61.76,1.26,5.03,78.79,4,74.29,1.18,64.52,3.36,0.72,6.79,88.76,0,,0,,0,0,0,0,,,0.11,,,0.69,0.08,0,1.64,0,0
Mohamed Salah,Liverpool,Liverpool,"RWF, CF",30,70000000,2025-06-30,37,3301,22,19.9,4,5.48,18.81,32.61,Egypt,Egypt,left,175,71,no,2.37,2.75,55.45,1.88,17.39,0,0,0,0.85,1.33,0.6,0,0,0,0,3.95,0.6,16,0.44,0.54,2,0.05,123,3.35,40.65,17.886,0.11,1.2,36.36,0.05,0,1.04,39.47,0.19,3.98,45.21,11.23,30.34,5.94,2.26,0.6,28.93,2.94,0.6,34.16,83.8,6.46,73.84,10.28,95.49,9.27,80,31.6,87.4,1.47,40.74,14.75,18.16,0.15,1.34,0.11,0.03,0.93,38.24,0.71,2.54,79.57,3.44,61.9,1.04,26.32,2.34,0.46,4.39,86.34,0,,0,,0,0,0,0,,,0.03,,,0.03,0.03,100,0,6,100
S. Mané,Bayern München,Liverpool,LWF,30,60000000,2025-06-30,35,3027,11,15.2,6,5.25,26.91,40.44,Senegal,Senegal,right,174,69,no,4.52,4.25,50.35,3.63,24.59,0.18,0.28,0.06,2.2,3.4,1.58,3,0.09,0,0,6.24,0.33,11,0.33,0.45,2,0.06,88,2.62,39.77,12.5,0.18,2.35,22.78,1.99,22.39,0.3,20,0.3,7.14,62.08,15.19,44.42,6.27,3.21,0.95,23.76,2.14,2.17,30.06,76.95,5.32,64.8,7.25,92.21,10.61,78.71,26.31,82.49,1.46,61.22,16.28,25.12,0.16,1.52,0.09,0.03,0.86,27.59,0.71,1.99,74.63,3.6,53.72,0.95,28.13,2.05,0.54,3.18,79.44,0,,0,,0,0,0,0,,,0.03,,,0,0,0,0.03,0,0
Gabriel Martinelli,Arsenal,Arsenal,"LAMF, CF",21,60000000,2027-06-30,14,640,2,3.19,1,1.69,20.25,38.19,Brazil,"Brazil, Italy",right,178,75,no,6.05,5.2,48.65,3.23,17.39,0.14,0.21,0.14,3.38,4.97,1.13,0,0,0,0,5.63,0.28,2,0.28,0.45,0,0,20,2.81,40,10,0.14,2.25,43.75,1.97,42.86,0.28,50,0.42,5.91,59.52,9.84,42.86,5.34,3.09,0.98,17.16,1.55,0.56,21.09,77.33,4.78,61.76,6.89,95.92,5.91,78.57,17.86,83.46,0.98,42.86,14.13,9.94,0.24,0.98,0,0,0.14,0,0.7,0.7,60,1.83,53.85,0.28,0,0.7,1.13,2.39,52.94,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
Heung-Min Son,Tottenham Hotspur,Tottenham Hotspur,"LAMF, CF",30,60000000,2025-06-30,37,3314,17,9.48,7,8.53,16.97,43.04,Korea Republic,Korea Republic,right,183,78,no,4.54,4.67,58.14,2.42,24.72,0.03,0.03,0.11,1.79,2.24,0.38,0,0,0,0,2.85,0.46,16,0.43,0.26,1,0.03,69,1.87,53.62,24.638,0.19,1.25,19.57,1.06,23.08,0.19,0,0.27,2.36,63.22,8.09,42.95,3.1,1.47,0.65,21.35,1.68,1.44,27.73,82.86,4.75,66.86,8.17,94.02,7.77,81.12,25.72,86.69,0.84,58.06,15.21,23.06,0.23,1.71,0.03,0.03,0.38,28.57,0.52,1.52,64.29,1.71,44.44,0.43,12.5,1,0.19,2.04,65.33,0,,0,,0,0,0,0,,,0.05,,,0.79,0.03,0,2.63,1,100
R. Sterling,Chelsea,Manchester City,"LWF, LAMF, RWF",28,60000000,2027-06-30,31,2693,10,10.93,6,3.83,20.05,38.5,Jamaica,"Jamaica, England",right,172,69,no,3.44,3.34,54,0.84,24,0.03,0.05,0.07,1.6,2.49,1.14,4,0.13,0,0,4.08,0.33,10,0.33,0.37,2,0.07,65,2.17,41.54,15.385,0.2,1.17,14.29,0.63,10.53,0.53,18.75,0.17,5.75,48.26,13.4,35.16,5.41,3.58,1.34,30.51,1.84,1.37,36.46,87.35,4.81,73.61,12.1,93.92,8.92,89.89,34.52,90.61,0.8,50,14.04,17.77,0.13,1,0.03,0.07,0.43,53.85,0.6,2.17,87.69,1.7,56.86,0.43,30.77,2.01,0.23,2.81,79.76,0,,0,,0,0,0,0,,,0.03,,,0.1,0.1,33.33,0.03,1,0
Diogo Jota,Liverpool,Liverpool,"LWF, CF, RWF",26,55000000,2027-06-30,19,1199,9,6.89,0,1.44,25.9,36.81,Portugal,Portugal,right,178,73,no,4.95,7.13,43.16,3.6,20.83,0.08,0.11,0,1.8,2.6,1.88,2,0.15,0,0,5.25,0.68,9,0.68,0.52,3,0.23,44,3.3,56.82,20.455,0,1.73,17.39,1.35,11.11,0.38,40,0.23,5.4,48.61,12.01,42.5,5.85,3.9,1.73,25.22,1.43,1.43,32.43,75,7.13,65.26,8.11,88.89,9.83,74.05,29.05,79.84,1.65,50,16.65,18.3,0.11,0.75,0.08,0,1.2,37.5,0.38,3.08,68.29,2.25,46.67,1.35,27.78,1.13,0.23,4.28,71.93,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
