Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
I. Ndiaye,Sheffield United,Sheffield United,"CF, AMF",23,15000000,2024-06-30,46,3971,14,14.04,9,3.31,29.28,39.4,France,"France, Senegal",right,180,76,no,6.41,6.05,64.42,2.02,17.98,0.02,0.03,0.16,2.49,3.63,1.09,6,0.14,0,0,3.97,0.32,14,0.32,0.32,2,0.05,69,1.56,44.93,20.29,0.2,0.66,17.24,0.25,18.18,0.39,17.65,0.09,4.94,59.63,16.09,36.2,3.69,2.27,0.97,14.66,1.29,1.61,23.66,83.33,4.58,66.83,6.8,94.67,6.39,85.46,22.69,85.61,0.34,60,14.11,7.97,0.08,0.91,0.07,0.05,0.41,50,0.5,1.81,70,1.43,60.32,0.39,47.06,1.36,0.11,1.9,79.76,0,,0,,0,0,0,0,,,0.05,,,0,0,0,0,0,0
J. Sargent,Norwich City,Norwich City,"CF, AMF, RWF",23,12000000,2025-06-30,40,3414,13,10.96,2,3.64,23.99,40,United States,United States,right,185,79,no,5.09,4.43,60.12,6.35,39.83,0.21,0.32,0.08,2.21,3.32,1.03,1,0.03,0,0,2.72,0.34,13,0.34,0.29,2,0.05,80,2.11,50,16.25,0.05,0.63,25,0.18,57.14,0.42,12.5,0.08,2.58,52.04,8.51,35.6,3.88,1.27,0.69,12.5,1.56,1.29,17.95,79.3,3.32,61.9,5.62,91.55,3.77,83.22,17.03,82.2,0.32,25,14.26,9.6,0.1,0.76,0.11,0,0.37,42.86,0.32,1.08,70.73,0.84,53.13,0.34,38.46,0.79,0.16,1.77,59.7,0,,0,,0,0,0,0,,,0.03,,,0,0,0,0,0,0
E. Dennis,Nottingham Forest,Watford,CF,25,10000000,2026-06-30,2,187,0,0.19,0,0.22,26.95,39.29,Nigeria,Nigeria,right,175,67,no,3.37,3.85,50,3.37,42.86,0,0,0,1.44,1.84,0.96,0,0,0,0,4.33,0,0,0,0.09,0,0,3,1.44,33.33,0,0,0.96,0,0.48,0,0.48,0,0,6.74,57.14,16.84,31.43,3.37,3.85,2.41,12.51,0.96,1.93,17.33,72.22,3.37,71.43,4.33,88.89,4.33,77.78,14.92,74.19,1.44,100,18.7,42.96,0.11,1.44,0.48,0,0.48,0,0.96,1.44,100,1.93,100,0.48,0,1.93,0,2.89,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
C. Archer,Middlesbrough,Middlesbrough,CF,21,10000000,2027-06-30,20,1458,11,6.22,5,3.33,16.91,29.56,England,"England, Jamaica",right,175,72,yes,2.22,2.9,42.55,1.48,8.33,0,0,0.12,0.99,1.59,1.05,1,0.06,0,0,2.72,0.68,11,0.68,0.38,1,0.06,36,2.22,47.22,30.556,0.31,0.62,20,0.49,0,0.12,100,0.12,3.52,42.11,8.52,31.16,5.62,1.3,0.56,16.91,0.99,0.68,19.26,82.37,2.04,72.73,7.16,87.93,4.14,86.57,18.4,84.56,0.25,75,12.51,5.82,0.21,1.11,0.06,0,0.19,33.33,0.56,0.74,83.33,0.68,90.91,0.25,50,1.23,0.12,1.17,63.16,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
A. Semenyo,Bournemouth,Bristol City,CF,23,9000000,2027-06-30,23,1375,6,5.86,2,2.37,35.8,35.1,England,"England, Ghana",right,178,70,no,3.67,3.73,52.63,9.62,33.33,0.07,0.09,0.13,1.64,2.32,1.77,5,0.33,0,0,4.65,0.39,6,0.39,0.38,1,0.07,35,2.29,42.86,17.143,0.13,2.16,21.21,1.44,22.73,0.65,10,0.46,4.97,61.84,15.25,34.33,5.17,2.42,0.33,10.21,1.51,1.51,16.82,75.1,2.95,57.78,5.11,96.15,4.71,76.39,14.14,83.8,0.65,50,15.8,14.3,0.16,0.65,0,0.07,0.26,50,0.33,1.44,63.64,0.98,60,0.2,33.33,0.46,0.46,1.44,77.27,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
J. Piroe,Swansea City,Swansea City,"CF, AMF, RWF",23,8000000,2024-06-30,43,4121,19,21.98,2,2.31,15.27,31.62,Netherlands,"Netherlands, Suriname",left,185,81,no,2.88,2.6,53.78,2.69,20.33,0.04,0.07,0.02,1.44,2.46,0.74,7,0.15,1,0.02,2.86,0.41,17,0.37,0.48,0,0,137,2.99,42.34,13.869,0.04,0.63,24.14,0.22,20,0.41,26.32,0.09,2.29,55.24,6.99,31.25,3.89,1.18,0.31,18.37,1.14,0.26,22.08,84.27,4.02,68.48,6.7,95.44,6.84,82.75,20.99,86.78,0.46,52.38,15.23,15.39,0.05,0.46,0.04,0,0.5,34.78,0.26,1.51,75.36,1.31,56.67,0.41,31.58,0.94,0.15,2.1,68.75,0,,0,,0,0,0,0,,,0.09,,,0.09,0.09,75,0,3,66.667
J. Gelhardt,Sunderland,Sunderland,CF,21,8000000,2027-06-30,18,1257,3,5.22,1,1.15,24.84,32.56,England,England,left,179,76,yes,5.08,4.58,57.81,3.87,16.67,0.36,0.52,0.14,2.08,3.03,1.07,1,0.07,0,0,2.29,0.21,3,0.21,0.37,1,0.07,34,2.43,26.47,8.824,0.07,0.21,66.67,0.14,50,0.07,100,0,3.08,44.19,11.53,30.43,2.43,1.15,0.21,14.25,1.29,2.29,19.83,80.51,4.3,65,5.94,93.98,5.51,79.22,18.26,81.96,1.36,63.16,14.82,24.23,0.08,0.57,0,0,0.36,40,0.43,2.15,73.33,0.72,70,0.29,25,0.29,0.14,2,67.86,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
V. Gyökeres,Coventry City,Coventry City,CF,24,8000000,2024-06-30,46,4386,21,21.56,8,6.92,37.02,31.65,Sweden,"Sweden, Hungary",right,187,86,no,2.95,2.77,63.7,4.56,29.73,0,0,0.14,1.19,1.52,1.21,7,0.14,0,0,6.24,0.43,18,0.37,0.44,2,0.04,136,2.79,40.44,15.441,0.16,1.29,30.16,0.6,24.14,0.64,35.48,0.14,9.07,48.64,22.63,32.09,5.23,3.14,1.35,12.17,1.81,1.66,19.41,72.94,3.51,70.18,5.17,83.73,5.36,70.5,18,76.4,0.23,18.18,14.28,10.12,0.14,1.44,0.02,0,0.45,68.18,0.8,1.25,68.85,1.54,65.33,0.25,41.67,1.68,0.43,1.72,76.19,0,,0,,0,0,0,0,,,0,,,0.04,0.04,0,0,4,75
D. Dike,West Bromwich Albion,West Bromwich Albion,CF,22,7000000,2026-06-30,23,1331,7,7.68,1,1.02,28.33,36.75,United States,"United States, Nigeria",right,188,100,no,3.45,2.23,69.7,11.02,39.88,0.27,0.39,0.07,1.62,2.32,1.49,2,0.14,0,0,2.1,0.47,7,0.47,0.52,3,0.2,40,2.7,42.5,17.5,0.07,0.34,40,0,0,0.34,40,0.07,2.3,35.29,9.13,26.67,5.07,0.61,0.07,8.05,1.76,1.35,11.29,73.65,2.7,67.5,3.04,88.89,3.04,68.89,10.55,76.28,0.47,28.57,12.62,9.09,0.07,0.68,0,0,0.14,0,0.27,0.68,60,0.47,71.43,0,0,0.74,0.14,1.08,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
L. Foster,Burnley,Burnley,"CF, LWF",22,7000000,2027-06-30,11,407,1,1.61,0,0.36,27.2,42.28,South Africa,South Africa,right,185,82,no,4.64,5.97,59.26,9.29,47.62,0,0,0,1.11,2.24,1.99,0,0,0,0,1.33,0.22,1,0.22,0.36,0,0,9,1.99,33.33,11.111,0,0.22,0,0,0,0.22,0,0,1.33,50,8.18,24.32,4.42,0.88,0.66,14.59,1.33,0.88,21.01,83.16,2.21,60,7.96,94.44,6.41,82.76,20.57,83.87,0.22,100,12.95,3.91,0.08,0.66,0,0,0.44,0,0.44,0.44,50,0.44,50,0.22,0,0.66,0,1.11,20,0,,0,,0,0,0,0,,,0.22,,,0,0,0,0,0,0
