Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
L. Bolton,Salford City,Salford City,"RAMF, RWB, RB",24,800000,2024-06-30,10,1026,0,0.6,2,2.13,19.56,44.84,England,England,right,174,72,no,6.75,5.18,45.76,3.33,36.84,0.61,1.02,0,3.77,6.29,1.14,2,0.18,0,0,5.61,0,0,0,0.05,0,0,7,0.61,28.57,0,0.18,5.44,40.32,0,0,5.44,40.32,1.4,4.91,64.29,7.89,48.89,1.93,2.54,1.32,23.68,2.63,0.7,32.19,71.12,7.72,59.09,6.75,94.81,12.54,70.63,25.09,80.07,1.93,40.91,18.84,25.49,0.19,1.58,0.09,0,0.35,25,0.79,2.19,56,4.91,51.79,0.26,0,0.96,2.02,5.44,75.81,0,,0,,0,0,0,0,,,0.26,,,0,0,0,0,0,0
T. Bloxham,Morecambe,Morecambe,"RAMF, RWF, RW",19,450000,2025-06-30,11,860,0,0.51,2,1.38,27.06,47.35,England,England,right,195,82,yes,6.52,5.19,68.09,3.98,50,0.33,0.37,0.22,2.65,2.93,1.1,1,0.1,0,0,5.96,0,0,0,0.06,0,0,12,1.33,25,0,0.22,5.08,32.61,0,0,5.08,32.61,0.44,6.18,64.29,13.91,43.65,1.77,1.77,0.66,12.04,0.77,0.55,22.53,65.69,7.29,63.64,3.53,96.88,6.85,66.13,14.69,79.7,2.87,53.85,22.57,34.11,0.15,1.1,0,0.11,0.22,0,0.66,2.1,63.16,2.87,50,0.33,33.33,0.22,1.66,5.08,76.09,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
N. Holland,Forest Green Rovers,Forest Green Rovers,LW,25,400000,,3,143,0,0.16,0,0.16,18.88,26.67,England,"England, Barbados",right,176,70,no,3.78,1.26,50,0.63,0,0,0,0,3.15,4.29,0,0,0,0,0,4.41,0,0,0,0.1,0,0,4,2.52,25,0,0,0.63,100,0,0,0.63,100,0,6.92,45.45,13.22,28.57,3.15,1.26,0,13.85,1.89,0,27.69,86.36,8.81,71.43,8.81,92.86,5.66,88.89,27.06,86.05,0,0,16.84,0,0.1,0.63,0,0,1.26,0,0,3.15,40,3.15,80,1.26,0,3.15,0.63,6.29,90,0,,0,,0,0,0,0,,,0,,,0,0,0,0.63,0,0
J. Richardson,Stockport County,Stockport County,"RWF, RW, CF",23,400000,2025-05-31,5,65,0,0.37,0,0,29.08,28.57,England,England,right,184,75,yes,8.31,4.15,66.67,16.62,25,0,0,0,5.54,7.06,0,0,0,0,0,0,0,0,0,0.52,0,0,1,1.38,0,0,0,2.77,0,0,0,2.77,0,0,2.77,0,5.54,0,5.54,1.38,1.38,8.31,2.77,0,18,46.15,6.92,20,4.15,100,4.15,33.33,15.23,54.55,0,0,14.6,0,0,0,0,0,0,0,1.38,0,0,1.38,0,0,0,1.38,0,1.38,0,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
C. McLennan,Salford City,Salford City,"RAMF, LW, LAMF",23,375000,,7,346,0,0.11,0,0.13,25.75,43.43,Scotland,Scotland,right,181,69,no,5.46,4.16,62.5,2.6,50,0,0,0.26,2.86,5.24,1.3,1,0.26,0,0,3.38,0,0,0,0.03,0,0,2,0.52,0,0,0,2.34,33.33,1.56,16.67,0.78,66.67,0.26,5.72,45.45,15.61,41.67,1.3,1.04,0,11.71,1.82,1.82,19.51,78.67,1.82,71.43,7.28,96.43,7.02,77.78,16.13,87.1,1.04,50,17.02,20.47,0.03,1.04,0,0,0,0,0,1.04,50,2.34,44.44,0,0,1.04,0.78,2.34,66.67,0,,0,,0,0,0,0,,,0.26,,,0,0,0,0.78,0,0
J. Williams,Gillingham,Gillingham,"LAMF, RAMF, LW",29,350000,,10,606,0,0.08,0,0.91,17.97,44.63,England,"England, Wales",left,168,60,no,5.5,4.31,58.62,4.46,26.67,0.59,0.86,0.15,2.38,3.43,0.74,4,0.59,0,0,2.38,0,0,0,0.01,0,0,2,0.3,50,0,0,0.74,60,0.45,33.33,0.3,100,0,2.67,61.11,6.68,55.56,1.63,0.45,0.15,16.04,0.74,2.08,25.25,81.18,6.98,65.96,6.53,95.45,5.79,94.87,21.98,84.46,2.52,58.82,16.64,19.77,0.13,0.89,0,0,0.45,33.33,0.3,2.97,70,1.78,83.33,0.74,40,1.34,0.45,3.42,78.26,0,,0,,0,0,0,0,,,0.15,,,0,0,0,0.59,0,0
D. Bughail-Mellor,Sutton United,Sutton United,"LW, RW",23,300000,,4,52,0,0,0,0.15,19.04,54.55,England,England,right,187,81,yes,5.19,5.19,100,3.46,0,0,0,0,0,0,1.73,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,3.46,50,3.46,50,0,0,0,1.73,0,5.19,0,0,0,0,12.12,1.73,0,20.77,83.33,3.46,0,6.92,100,6.92,100,17.31,90,0,0,15.25,0,0.26,1.73,0,0,0,0,0,3.46,50,5.19,66.67,0,0,1.73,1.73,6.92,75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
C. Mahoney,Gillingham,Gillingham,"RAMF, RW, AMF",26,300000,2024-06-30,8,765,1,0.49,2,1.58,14.27,45.79,England,"England, Republic of Ireland",right,175,67,yes,4.67,4,56.67,1.6,41.67,0.27,0.38,0.13,2.13,3.02,0.53,0,0,0,0,3.87,0.12,1,0.13,0.06,0,0,14,1.87,35.71,7.143,0.27,3.6,33.33,0.8,0,2.8,42.86,0.67,3.73,53.57,7.07,45.28,1.6,1.47,0.53,18.8,0.53,0.53,27.6,71.98,7.47,62.5,6.27,97.87,9.47,64.79,20.93,82.17,3.33,48,19.74,38.72,0.21,1.2,0.13,0,0,0,0.13,4.27,53.13,3.6,37.04,0.13,0,0.67,1.07,4.53,79.41,0,,0,,0,0,0,0,,,0.13,,,1.73,0.27,0,4.13,0,0
D. Sotona,Doncaster Rovers,Doncaster Rovers,"RW, RWB, LWB",20,300000,,6,271,1,0.43,0,0.57,32.88,39.39,Republic of Ireland,"Republic of Ireland, Nigeria",left,179,70,no,5.98,4.98,53.33,3.99,8.33,0,0,0.33,3.32,4.92,0.66,1,0.33,0,0,7.97,0.33,1,0.33,0.14,0,0,6,1.99,50,16.667,0,1.33,50,0,0,1.33,50,0.33,9.63,62.07,21.25,43.75,1.99,3.65,2.99,13.62,0.33,2.32,20.26,73.77,5.31,43.75,5.65,94.12,5.65,70.59,17.93,75.93,1,66.67,15.58,14.4,0.19,1.33,0,0,0.33,100,0.66,2.32,14.29,2.66,62.5,0,0,1,0.66,2.99,77.78,0,,0,,0,0,0,0,,,0.33,,,0.66,0,0,1,0,0
K. McAllister,Forest Green Rovers,Forest Green Rovers,RW,24,300000,,12,1195,0,2.04,2,2.63,23.78,40.07,Scotland,Scotland,left,178,75,no,5.05,5.13,50.79,2.52,29.03,0,0,0,2.44,3.19,0.73,0,0,0,0,6.6,0,0,0,0.17,0,0,21,1.71,19.05,0,0.16,4.56,50,0.98,16.67,3.5,60.47,0.81,7,53.49,13.85,38.24,2.85,3.26,0.9,27.86,2.52,0.65,41.21,76.88,11.89,68.49,9.04,91.89,14.33,75.57,32.74,84.08,4.24,50,20.17,39.81,0.21,2.36,0,0.08,0.41,60,0.33,4.97,68.85,5.86,61.11,0.49,50,1.71,2.12,8.06,76.77,0,,0,,0,0,0,0,,,0,,,0.65,0,0,2.12,0,0
