Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
P. Foden,Manchester City,Manchester City,"LWF, RWF, LAMF",22,110000000,2027-06-30,29,1777,10,5.43,4,3.55,16.36,44.58,England,England,left,171,69,no,4.25,3.75,56.76,2.48,36.73,0,0,0.1,2.13,3.83,0.41,1,0.05,0,0,4.61,0.51,10,0.51,0.28,0,0,36,1.82,55.56,27.778,0.2,3.24,35.94,2.58,39.22,0.56,27.27,0.41,3.29,61.54,8.31,43.9,5.62,2.18,0.91,38.19,3.04,1.27,45.28,85.12,6.23,68.29,17.52,96.53,12.51,83.4,40.01,90.13,2.28,66.67,16.79,23.91,0.18,1.62,0.1,0,0.86,47.06,0.76,2.33,67.39,3.39,52.24,1.06,47.62,1.82,0.96,4.1,85.19,0,,0,,0,0,0,0,,,0.1,,,0.41,0.05,100,1.98,0,0
B. Saka,Arsenal,Arsenal,"RWF, RAMF, RW",21,110000000,2024-06-30,36,3302,13,9.96,9,5.28,24.56,43.51,England,"England, Nigeria",left,178,65,no,4.96,4.99,55.19,1.91,31.43,0,0,0,2.21,3.58,1.06,6,0.16,0,0,5.72,0.35,11,0.3,0.27,0,0,78,2.13,35.9,16.667,0.25,3.08,30.97,0.16,16.67,2.81,33.01,0.71,6.73,57.89,14.06,44.38,5.1,3.63,0.82,25.87,2.1,1.69,32.98,79.34,6.21,67.98,9.16,91.96,9.98,81.69,28.81,84.86,1.14,66.67,16.08,20.47,0.14,1.39,0.16,0.08,0.33,33.33,0.6,1.72,87.3,3,60.91,0.38,42.86,1.61,0.93,3.68,77.04,0,,0,,0,0,0,0,,,0.05,,,0.19,0.03,0,2.45,3,66.667
Bernardo Silva,Manchester City,Manchester City,"RWF, LCMF",28,80000000,2025-06-30,33,2313,4,3.54,4,2.75,14.75,42.48,Portugal,Portugal,left,173,64,no,7.47,5.14,62.88,1.01,23.08,0.86,1.5,0.19,3.39,5.92,1.05,4,0.16,0,0,3.23,0.16,4,0.16,0.14,0,0,25,0.97,36,16,0.16,3.31,40,1.91,36.73,1.4,44.44,0.47,3.04,38.46,6.58,32.54,3.27,3.39,1.05,42.61,1.36,0.54,53.35,87.16,9.88,74.02,13.5,97.98,19.88,88.85,46.38,92.37,3.77,63.92,17.4,28.68,0.11,1.05,0.12,0.08,0.74,52.63,0.74,4.44,79.82,3.07,59.49,0.93,37.5,1.25,1.25,4.67,80.83,0,,0,,0,0,0,0,,,1.05,,,0,0,0,0.23,0,0
L. Díaz,Liverpool,Liverpool,"LWF, LAMF",26,75000000,2027-06-30,15,972,4,3.84,2,1.85,29.54,32.6,Colombia,Colombia,right,180,73,no,4.91,5,50,3.8,24.39,0.28,0.56,0.09,2.13,4.29,1.76,2,0.19,0,0,3.89,0.37,4,0.37,0.36,2,0.19,21,1.94,38.1,19.048,0.19,0.93,20,0.74,25,0.19,0,0,5.09,54.55,15.74,31.76,5.46,2.13,1.11,28.24,2.59,1.76,35.83,85.01,5.74,77.42,10,91.67,12.69,86.86,34.07,86.41,0.83,100,15.15,20.94,0.17,1.02,0,0.09,0.19,100,0.83,2.69,93.1,1.85,65,0,0,2.22,0.19,2.96,87.5,0,,0,,0,0,0,0,,,0,,,0,0,0,0.09,0,0
J. Grealish,Manchester City,Manchester City,"LWF, LAMF, LW",27,70000000,2027-06-30,28,2194,5,4.54,6,5.53,20.8,47.73,England,"England, Republic of Ireland",right,180,81,no,4.43,3.86,57.45,1.52,37.84,0.29,0.49,0.16,1.93,3.28,1.15,4,0.16,0,0,5.46,0.21,5,0.21,0.19,1,0.04,39,1.6,41.03,12.821,0.25,2.22,25.93,2.09,25.49,0.04,0,0.45,5.7,65.47,13.04,49.69,5.09,5.74,2.09,33.19,2.95,3.04,40.82,86.53,7.01,74.27,14.48,95.47,12.22,85.91,37.62,90.62,1.03,68,16.74,21.32,0.23,1.68,0.12,0.16,1.11,44.44,0.94,1.93,76.6,3.24,62.03,1.27,45.16,2.54,0.53,4.31,84.76,0,,0,,0,0,0,0,,,0.57,,,0.08,0,0,0.98,0,0
Antony,Manchester United,Manchester United,RAMF,23,70000000,2027-06-30,23,1793,4,5.82,2,2,18.72,43.16,Brazil,Brazil,left,174,63,no,4.62,4.32,53.49,0.95,15.79,0.25,0.35,0,2.06,2.88,0.8,5,0.25,0,0,4.62,0.2,4,0.2,0.29,0,0,67,3.36,35.82,5.97,0.1,1.66,18.18,0.05,0,1.51,20,0.25,5.77,49.57,11.04,43.18,3.41,2.86,2.01,27.26,2.26,1.2,36.84,81.74,7.08,76.6,11.39,93.39,9.79,77.44,34.13,85.88,1.05,47.62,14.31,23.7,0.1,1.05,0.15,0,0.7,35.71,0.65,2.51,72,3.31,51.52,0.7,14.29,1.76,0.3,4.57,75.82,0,,0,,0,0,0,0,,,0.05,,,0,0,0,0.05,0,0
Mohamed Salah,Liverpool,Liverpool,"RWF, CF",30,70000000,2025-06-30,36,3359,19,18.44,9,6.9,17.71,32.83,Egypt,Egypt,left,175,71,no,2.6,2.41,55.56,1.04,12.82,0.03,0.04,0.03,1.23,1.97,0.51,2,0.05,0,0,4.23,0.51,17,0.46,0.49,1,0.03,107,2.87,40.19,17.757,0.24,1.58,42.37,0.08,0,1.47,43.64,0.35,3.91,45.89,10.74,32.42,5.49,2.55,0.94,24.03,3.46,0.83,28.75,79.68,6.3,68.09,8.84,94.55,7.21,78.07,26.28,82.57,0.94,60,14.7,18.69,0.18,1.39,0.21,0.03,1.39,44.23,0.78,2.01,68,3.51,60.31,1.58,40.68,2.3,0.7,4.02,88,0,,0,,0,0,0,0,,,0.19,,,0.05,0.05,0,0,4,50
Gabriel Martinelli,Arsenal,Arsenal,"LWF, LAMF, LW",21,60000000,2027-06-30,36,3022,15,8.84,5,7.86,21.26,38.1,Brazil,"Brazil, Italy",right,178,75,no,4.14,3.96,54.89,2.68,24.44,0.03,0.05,0.06,1.94,3.16,1.13,3,0.09,0,0,5.15,0.45,15,0.45,0.26,3,0.09,73,2.17,42.47,20.548,0.15,2.98,30,2.65,26.97,0.27,44.44,0.57,5.78,51.03,11.94,36.66,5.96,3.07,1.58,23.62,1.97,1.1,29.69,81.44,4.56,69.28,8.61,91.7,10.45,82.34,25.79,87.76,1.04,68.57,17.85,21.47,0.23,1.49,0.12,0.06,0.77,50,0.68,1.25,76.19,2.86,63.54,0.83,46.43,2.05,0.8,3.13,75.24,0,,0,,0,0,0,0,,,0.12,,,0.24,0.03,0,1.85,0,0
Heung-Min Son,Tottenham Hotspur,Tottenham Hotspur,"LWF, LW, AMF",30,60000000,2025-06-30,34,2944,10,10.36,4,5.19,15.22,37.35,Korea Republic,Korea Republic,right,183,78,no,3.36,2.93,56.25,1.07,31.43,0.03,0.04,0.06,1.68,2.19,0.37,2,0.06,0,0,3.82,0.31,10,0.31,0.32,0,0,76,2.32,51.32,13.158,0.12,1.25,39.02,0.89,34.48,0.37,50,0.24,3.67,52.5,8.68,33.8,2.81,2.38,1.41,17.18,1.62,1.1,21.71,82.11,4.22,73.19,5.75,95.74,6.42,80,20.12,85.41,0.34,45.45,15.21,10.12,0.16,1.44,0.12,0,0.55,38.89,0.43,1.41,67.39,1.83,63.33,0.49,43.75,1.16,0.52,2.26,71.62,0,,0,,0,0,0,0,,,0.06,,,0.76,0.15,40,2.45,0,0
M. Mudryk,Chelsea,Chelsea,"LW, LAMF, LWF",22,60000000,2031-06-30,13,647,0,1.15,2,1,20.59,35.81,Ukraine,Ukraine,right,175,61,no,4.59,5.29,52.63,1.67,33.33,0.14,0.22,0.14,1.67,2.69,0.97,1,0.14,0,0,3.34,0,0,0,0.16,0,0,9,1.25,33.33,0,0.28,1.81,23.08,1.81,23.08,0,0,0.14,5.56,42.5,10.85,32.05,2.64,2.23,1.81,16.55,1.25,1.53,24.06,79.19,5.84,69.05,4.87,97.14,5.29,76.32,21.28,84.97,1.11,50,14.34,10.15,0.14,1.39,0,0,0.56,25,0.42,1.67,58.33,2.92,52.38,0.83,33.33,1.39,0.42,2.78,65,0,,0,,0,0,0,0,,,0.28,,,0.28,0,0,1.39,0,0
